id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
450,Johnson,18,TOT,3,MID,5.8,3.7,3.2,64,100.0,Available,0.7,238,957,3.59313,0.93908,3.74465,0.93908,0.0,0.0,3.70885,0.93908,3.48263,0.93908,3.66751,0.93908,3.7277,0.93908,3.60794,0.93908,3.93189,0.93908,3.53764,0.93908,3.47864,0.93908,3.58115,0.93908,3.40157,0.93908,3.87867,0.93908,3.81198,0.93908
491,Austin,18,TOT,1,GKP,3.9,0.0,0.0,0,,Available,0.2,7,21,3.0384,0.002,2.97958,0.002,0.0,0.0,3.20049,0.002,2.91095,0.002,3.00625,0.002,3.00696,0.002,2.83652,0.002,3.22557,0.002,2.84973,0.002,3.03794,0.002,2.85201,0.002,3.12959,0.002,3.03599,0.002,3.0437,0.002
492,Bentancur,18,TOT,3,MID,5.4,3.0,1.6,13,100.0,Available,0.0,54,83,1.90689,0.90056,2.01882,0.90056,0.0,0.0,2.01794,0.90056,1.93795,0.90056,2.04382,0.90056,2.07782,0.90056,2.01016,0.90056,2.19318,0.90056,1.97045,0.90056,1.93712,0.90056,1.99503,0.90056,1.89358,0.90056,2.16311,0.90056,2.12543,0.90056
493,Bissouma,18,TOT,3,MID,5.0,0.0,1.6,24,0.0,Injured,0.3,6,39,2.3189,0.36694,2.38419,0.84991,0.0,0.0,2.3445,0.87575,2.19806,0.87575,2.29068,0.87575,2.32822,0.87575,2.25353,0.87575,2.45558,0.87575,2.20968,0.87575,2.17288,0.87575,2.23682,0.87575,2.12482,0.87575,2.42239,0.87575,2.38079,0.87575
494,Bryan,18,TOT,3,MID,4.9,0.7,1.1,11,100.0,Available,0.0,5,6,1.64427,0.68752,1.72023,0.68752,0.0,0.0,1.74788,0.68752,1.68716,0.68752,1.76767,0.68752,1.78984,0.68752,1.74572,0.68752,1.86508,0.68752,1.71982,0.68752,1.69807,0.68752,1.73584,0.68752,1.66968,0.68752,1.84547,0.68752,1.8209,0.68752
495,Davies,18,TOT,2,DEF,4.3,0.0,2.1,29,100.0,Available,0.4,17,198,2.61079,0.53543,3.09891,0.53543,0.0,0.0,3.31043,0.53543,2.55988,0.53543,2.9058,0.53543,3.3572,0.53543,2.58916,0.53543,3.24745,0.53543,2.24132,0.53543,2.21201,0.53543,2.69497,0.53543,1.96607,0.53543,3.34176,0.53543,2.78162,0.53543
496,Dier,18,TOT,2,DEF,4.2,0.0,0.5,2,0.0,Unavailable,0.4,0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,E.Royal,18,TOT,2,DEF,4.3,0.3,1.4,23,,Available,0.8,26,238,2.00017,0.53797,2.41307,0.53797,0.0,0.0,2.61243,0.53797,2.0247,0.53797,2.29558,0.53797,2.64906,0.53797,2.04762,0.53797,2.56312,0.53797,1.77524,0.53797,1.75229,0.53797,2.13049,0.53797,1.55971,0.53797,2.63697,0.53797,2.19834,0.53797
498,Forster,18,TOT,1,GKP,3.8,0.0,0.0,0,100.0,Available,1.9,384,195,3.0245,0.06004,2.966,0.06004,0.0,0.0,3.18571,0.06004,2.89774,0.06004,2.99253,0.06004,2.99323,0.06004,2.82372,0.06004,3.21065,0.06004,2.83686,0.06004,3.02404,0.06004,2.83912,0.06004,3.1152,0.06004,3.0221,0.06004,3.02977,0.06004
499,Højbjerg,18,TOT,3,MID,5.2,1.7,1.2,26,,Available,0.3,44,35,2.56338,0.94005,2.70564,0.94005,0.0,0.0,2.72138,0.94005,2.61667,0.94005,2.72107,0.94005,2.75911,0.94005,2.68343,0.94005,2.88815,0.94005,2.639,0.94005,2.60172,0.94005,2.6665,0.94005,2.55302,0.94005,2.85452,0.94005,2.81237,0.94005
500,Kane,18,TOT,4,FWD,12.5,0.0,0.0,0,0.0,Unavailable,0.6,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Kulusevski,18,TOT,3,MID,7.0,0.7,3.9,81,100.0,Available,3.2,232,8399,3.65785,0.84592,3.83453,0.84592,0.0,0.0,3.82732,0.84592,3.63316,0.84592,3.8415,0.84592,3.90726,0.84592,3.77643,0.84592,4.13033,0.84592,3.69963,0.84592,3.63517,0.84592,3.74716,0.84592,3.55098,0.84592,4.07219,0.84592,3.99933,0.84592
502,Lloris,18,TOT,1,GKP,4.7,0.0,0.0,0,0.0,Unavailable,0.6,0,257,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002
503,Lo Celso,18,TOT,3,MID,4.8,0.0,3.6,36,0.0,Injured,0.1,2,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Maddison,18,TOT,3,MID,7.9,4.0,5.8,75,100.0,Available,10.8,20421,1512,4.41022,0.93579,4.55239,0.93579,0.0,0.0,4.44916,0.93579,4.09646,0.93579,4.34204,0.93579,4.42979,0.93579,4.2552,0.93579,4.72747,0.93579,4.15272,0.93579,4.0667,0.93579,4.21614,0.93579,3.95435,0.93579,4.64989,0.93579,4.55266,0.93579
505,Ndombele,18,TOT,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.2,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Pedro Porro,18,TOT,2,DEF,5.9,2.7,3.9,85,,Available,34.5,4729,17304,3.53201,0.94053,4.27266,0.94053,0.0,0.0,4.60761,0.94053,3.56329,0.94053,4.1185,0.94053,4.78967,0.94053,3.64769,0.94053,4.62649,0.94053,3.1305,0.94053,3.08691,0.94053,3.80502,0.94053,2.72124,0.94053,4.76672,0.94053,3.93386,0.94053
507,Perišić,18,TOT,2,DEF,4.7,0.0,1.2,6,0.0,Unavailable,0.8,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Richarlison,18,TOT,3,MID,7.1,10.0,5.2,103,100.0,Available,14.7,58815,858,4.22129,0.93299,4.24236,0.93299,0.0,0.0,4.15103,0.93299,3.83227,0.93299,3.99701,0.93299,4.07263,0.93299,3.92217,0.93299,4.32918,0.93299,3.83386,0.93299,3.75972,0.93299,3.88851,0.93299,3.6629,0.93299,4.26232,0.93299,4.17852,0.93299
510,Rodon,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Romero,18,TOT,2,DEF,4.9,1.0,3.6,65,100.0,Available,7.0,1034,1837,2.30541,0.9175,2.79976,0.9175,0.0,0.0,3.05357,0.9175,2.38529,0.9175,2.75233,0.9175,3.1882,0.9175,2.44658,0.9175,3.08223,0.9175,2.1107,0.9175,2.0824,0.9175,2.54875,0.9175,1.84493,0.9175,3.1733,0.9175,2.63242,0.9175
512,Sánchez,18,TOT,2,DEF,4.4,0.0,0.0,0,0.0,Unavailable,0.1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Sarr,18,TOT,3,MID,4.4,0.3,2.8,54,100.0,Available,1.5,397,434,2.36787,0.91577,2.49174,0.91577,0.0,0.0,2.48513,0.91577,2.37572,0.91577,2.49656,0.91577,2.53273,0.91577,2.46078,0.91577,2.6554,0.91577,2.41854,0.91577,2.38309,0.91577,2.44468,0.91577,2.33679,0.91577,2.62343,0.91577,2.58336,0.91577
514,Sessegnon,18,TOT,2,DEF,4.4,0.0,0.0,0,0.0,Injured,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Skipp,18,TOT,3,MID,4.5,1.3,1.1,18,100.0,Available,0.1,16,12,1.7645,0.86625,1.85126,0.86625,0.0,0.0,1.85619,0.86625,1.79627,0.86625,1.88221,0.86625,1.90611,0.86625,1.85856,0.86625,1.98719,0.86625,1.83064,0.86625,1.80721,0.86625,1.84792,0.86625,1.77661,0.86625,1.96606,0.86625,1.93958,0.86625
516,Son,18,TOT,3,MID,9.7,0.0,6.8,136,0.0,Injured,15.5,914,12883,5.30394,0.09436,5.49513,0.91909,0.0,0.0,5.38829,0.94363,4.99417,0.94363,5.24345,0.94363,5.34449,0.94363,5.14345,0.94363,5.68727,0.94363,5.02545,0.94363,4.9264,0.94363,5.09847,0.94363,4.79703,0.94363,5.59794,0.94363,5.48597,0.94363
517,Spence,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.2,0,21,1.57693,0.0,2.01576,0.0,0.0,0.0,1.42176,0.0,1.89155,0.0,1.52755,0.0,1.9745,0.0,2.04887,0.0,1.52524,0.0,2.13563,0.0,1.36617,0.0,1.28229,0.0,1.75616,0.0,1.14245,0.0,2.15018,0.0
518,Tanganga,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.3,0,25,1.5072,0.0,1.93504,0.0,0.0,0.0,1.3626,0.0,1.81533,0.0,1.46476,0.0,1.89528,0.0,1.96694,0.0,1.46248,0.0,2.05189,0.0,1.30964,0.0,1.22819,0.0,1.68494,0.0,1.09343,0.0,2.06458,0.0
519,Udogie,18,TOT,2,DEF,4.8,5.0,3.1,62,100.0,Available,10.3,15131,799,2.95555,0.87365,3.49351,0.87365,0.0,0.0,3.71501,0.87365,2.80438,0.87365,3.22804,0.87365,3.75189,0.87365,2.86057,0.87365,3.62452,0.87365,2.45691,0.87365,2.42289,0.87365,2.98337,0.87365,2.13749,0.87365,3.73397,0.87365,3.08393,0.87365
520,Vicario,18,TOT,1,GKP,5.3,1.3,3.2,74,,Available,8.9,861,5030,3.69148,0.94925,3.61583,0.94925,0.0,0.0,3.89995,0.94925,3.52756,0.94925,3.65014,0.94925,3.65105,0.94925,3.43183,0.94925,3.93221,0.94925,3.44883,0.94925,3.69089,0.94925,3.45176,0.94925,3.80877,0.94925,3.68838,0.94925,3.6983,0.94925
521,Whiteman,18,TOT,1,GKP,3.9,0.0,0.0,0,0.0,Injured,0.2,6,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,Solomon,18,TOT,3,MID,5.1,0.0,2.8,14,0.0,Injured,0.1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Van de Ven,18,TOT,2,DEF,4.4,1.0,3.3,46,100.0,Available,1.4,1380,527,2.59628,0.87244,3.04786,0.87244,0.0,0.0,3.25588,0.87244,2.54773,0.87244,2.88769,0.87244,3.32905,0.87244,2.57808,0.87244,3.22174,0.87244,2.23798,0.87244,2.20932,0.87244,2.68155,0.87244,1.96885,0.87244,3.31396,0.87244,2.76627,0.87244
640,Scarlett,18,TOT,4,FWD,4.5,0.0,0.0,0,100.0,Available,0.1,16,13,1.52758,0.00066,1.51094,0.00066,0.0,0.0,1.47198,0.00066,1.4422,0.00066,1.51202,0.00066,1.70862,0.00066,1.55006,0.00066,1.73642,0.00066,1.50758,0.00066,1.39012,0.00066,1.38063,0.00066,1.34927,0.00066,1.62893,0.00066,1.57605,0.00066
641,Veliz,18,TOT,4,FWD,5.4,0.0,1.4,11,0.0,Injured,0.1,5,12,0.0,0.0,0.0,0.0,0.0,0.0,1.75191,0.47334,1.71419,0.56801,1.80262,0.59956,2.05161,0.6185,1.8508,0.6185,2.08681,0.6185,1.79699,0.6185,1.64824,0.6185,1.63621,0.6185,1.5965,0.6185,1.95068,0.6185,1.88371,0.6185
702,Phillips,18,TOT,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.1,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Donley,18,TOT,4,FWD,4.5,0.0,0.7,2,,Available,0.0,16,21,1.2179,0.23812,1.22251,0.23812,0.0,0.0,1.20823,0.23812,1.20171,0.23812,1.26079,0.23812,1.42714,0.23812,1.29297,0.23812,1.45066,0.23812,1.25703,0.23812,1.15764,0.23812,1.14961,0.23812,1.12307,0.23812,1.35971,0.23812,1.31497,0.23812
740,Dorrington,18,TOT,2,DEF,4.0,0.0,0.0,0,,Available,0.0,9,11,1.48117,0.00932,1.77461,0.00932,0.0,0.0,1.90937,0.00932,1.43122,0.00932,1.65159,0.00932,1.93916,0.00932,1.44987,0.00932,1.86925,0.00932,1.22827,0.00932,1.2096,0.00932,1.51728,0.00932,1.05292,0.00932,1.92933,0.00932,1.57248,0.00932
754,Yago Santiago,18,TOT,3,MID,4.5,0.0,0.0,0,,Available,0.0,4,0,1.34675,0.01388,1.37192,0.01388,0.0,0.0,1.35662,0.01388,1.30018,0.01388,1.33587,0.01388,1.35034,0.01388,1.32155,0.01388,1.39943,0.01388,1.30466,0.01388,1.29047,0.01388,1.31511,0.01388,1.27195,0.01388,1.38664,0.01388,1.3706,0.01388
776,Werner,18,TOT,4,FWD,6.5,4.0,4.0,12,,Available,1.0,1027,3635,3.9929,0.77093,3.95106,0.77093,0.0,0.0,3.84624,0.77093,3.76582,0.77093,3.99117,0.77093,4.54595,0.77093,4.09851,0.77093,4.62439,0.77093,3.97862,0.77093,3.64717,0.77093,3.62038,0.77093,3.53188,0.77093,4.32106,0.77093,4.17185,0.77093
777,Drăgușin,18,TOT,2,DEF,4.5,1.0,1.0,3,,Available,0.1,47,257,1.74465,0.81343,2.18078,0.81343,0.0,0.0,2.437,0.81343,1.96822,0.81343,2.25256,0.81343,2.57858,0.81343,2.02387,0.81343,2.49932,0.81343,1.77264,0.81343,1.75147,0.81343,2.10029,0.81343,1.57384,0.81343,2.56743,0.81343,2.16287,0.81343
364,Phillips,19,WHU,3,MID,4.7,0.7,1.2,6,,Available,0.1,56,37,1.63441,0.25412,1.71488,0.25412,1.72418,0.25412,1.67627,0.25412,1.76098,0.25412,1.67261,0.25412,1.64608,0.25412,1.70375,0.25412,1.69125,0.25412,1.79097,0.25412,1.65519,0.25412,1.68249,0.25412,1.63803,0.25412,1.71011,0.25412,1.56677,0.25412
522,N.Aguerd,19,WHU,2,DEF,4.4,0.0,2.1,33,75.0,Doubtful,0.6,24,101,2.7227,0.63661,3.20184,0.82052,3.0696,0.87232,2.6957,0.891,3.33035,0.891,2.85659,0.891,2.29649,0.891,2.76729,0.891,3.02245,0.891,3.17588,0.891,3.05739,0.891,2.54337,0.891,2.34701,0.891,3.34485,0.891,2.182,0.891
523,Antonio,19,WHU,4,FWD,5.7,0.0,3.2,38,25.0,Doubtful,1.7,8,199,2.7803,0.07996,3.00028,0.30983,2.9409,0.63965,3.21882,0.85376,3.3054,0.89979,2.96213,0.91407,3.04877,0.91407,3.05574,0.91407,3.08207,0.91407,3.48685,0.91407,2.81151,0.91407,3.01225,0.91407,2.86722,0.91407,3.47394,0.91407,2.75957,0.91407
524,Areola,19,WHU,1,GKP,4.2,2.0,4.2,80,100.0,Available,36.5,2421,2769,3.3243,0.94864,3.66485,0.94864,3.42688,0.94864,3.8154,0.94864,3.55477,0.94864,3.52554,0.94864,3.32144,0.94864,3.44534,0.94864,3.68254,0.94864,3.96629,0.94864,3.57045,0.94864,3.39887,0.94864,3.32789,0.94864,3.5184,0.94864,3.08651,0.94864
525,Benrahma,19,WHU,3,MID,5.6,0.0,1.5,20,100.0,Available,0.4,16,87,3.05679,0.59367,3.26709,0.59367,3.26847,0.59367,3.12114,0.59367,3.3413,0.59367,3.11164,0.59367,3.04267,0.59367,3.19256,0.59367,3.16009,0.59367,3.41923,0.59367,3.06635,0.59367,3.1373,0.59367,3.02177,0.59367,3.20909,0.59367,2.83658,0.59367
526,Bowen,19,WHU,3,MID,8.0,1.0,5.4,114,100.0,Available,24.5,3314,24705,4.87143,0.94112,5.32479,0.94112,5.38865,0.94112,5.15179,0.94112,5.5608,0.94112,5.13414,0.94112,5.00601,0.94112,5.28448,0.94112,5.22414,0.94112,5.7056,0.94112,5.05,0.94112,5.18181,0.94112,4.96717,0.94112,5.31519,0.94112,4.62312,0.94112
527,Cornet,19,WHU,3,MID,5.2,2.7,3.0,9,100.0,Available,0.1,14,13,2.10303,0.47216,2.26691,0.47216,2.30331,0.47216,2.24458,0.47216,2.39634,0.47216,2.23803,0.47216,2.19048,0.47216,2.29381,0.47216,2.27142,0.47216,2.45006,0.47216,2.20681,0.47216,2.25572,0.47216,2.17608,0.47216,2.30521,0.47216,2.04842,0.47216
528,Coufal,19,WHU,2,DEF,4.6,-0.7,3.0,60,100.0,Available,2.7,206,1474,2.54622,0.82298,3.02757,0.82298,2.9348,0.82298,2.5837,0.82298,3.17966,0.82298,2.73479,0.82298,2.20883,0.82298,2.65093,0.82298,2.89053,0.82298,3.0346,0.82298,2.92335,0.82298,2.44065,0.82298,2.25626,0.82298,3.19328,0.82298,2.10131,0.82298
529,Coventry,19,WHU,3,MID,4.3,0.0,0.0,0,0.0,Unavailable,0.1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Cresswell,19,WHU,2,DEF,4.2,0.0,0.7,2,100.0,Available,0.3,16,32,2.47699,0.08796,2.98132,0.08796,2.84212,0.08796,2.44857,0.08796,3.11658,0.08796,2.61793,0.08796,2.02839,0.08796,2.52393,0.08796,2.7925,0.08796,2.95399,0.08796,2.82928,0.08796,2.28824,0.08796,2.08156,0.08796,3.13185,0.08796,1.90787,0.08796
531,Downes,19,WHU,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Emerson,19,WHU,2,DEF,4.6,1.0,2.7,57,100.0,Available,2.9,187,2174,2.50163,0.93989,3.02793,0.93989,2.95274,0.93989,2.6203,0.93989,3.2212,0.93989,2.77264,0.93989,2.24233,0.93989,2.68809,0.93989,2.92967,0.93989,3.07494,0.93989,2.96276,0.93989,2.47608,0.93989,2.29016,0.93989,3.23493,0.93989,2.13393,0.93989
533,Fabianski,19,WHU,1,GKP,4.2,0.3,3.2,13,100.0,Available,1.3,41,123,3.25722,0.06331,3.5958,0.06331,3.35921,0.06331,3.74548,0.06331,3.48635,0.06331,3.4573,0.06331,3.25437,0.06331,3.37756,0.06331,3.61338,0.06331,3.89549,0.06331,3.50194,0.06331,3.33136,0.06331,3.26079,0.06331,3.4502,0.06331,3.02081,0.06331
534,P.Fornals,19,WHU,3,MID,4.6,0.7,1.3,19,,Available,0.1,5,18,1.98878,0.61577,2.09502,0.61577,2.10516,0.61577,2.03514,0.61577,2.13976,0.61577,2.03063,0.61577,1.99785,0.61577,2.06908,0.61577,2.05365,0.61577,2.1768,0.61577,2.0091,0.61577,2.04282,0.61577,1.98792,0.61577,2.07694,0.61577,1.89991,0.61577
535,Ings,19,WHU,4,FWD,5.6,3.7,1.8,21,,Available,0.7,140,153,2.33766,0.5253,2.5084,0.5253,2.43282,0.5253,2.70144,0.5253,2.77779,0.5253,2.4751,0.5253,2.55149,0.5253,2.55764,0.5253,2.58086,0.5253,2.93778,0.5253,2.34229,0.5253,2.5193,0.5253,2.39141,0.5253,2.9264,0.5253,2.29649,0.5253
536,Johnson,19,WHU,2,DEF,4.4,1.0,2.2,9,100.0,Available,0.1,7,12,1.76613,0.60655,2.17111,0.60655,2.11252,0.60655,1.85839,0.60655,2.31411,0.60655,1.97393,0.60655,1.57174,0.60655,1.9098,0.60655,2.09302,0.60655,2.20319,0.60655,2.11811,0.60655,1.74901,0.60655,1.60801,0.60655,2.32453,0.60655,1.48952,0.60655
537,Kehrer,19,WHU,2,DEF,4.2,0.0,0.5,2,0.0,Unavailable,0.1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Mubama,19,WHU,4,FWD,4.2,0.3,1.0,5,,Available,4.5,1220,1375,1.21101,0.44059,1.33933,0.44059,1.33407,0.44059,1.45136,0.44059,1.4879,0.44059,1.34304,0.44059,1.3796,0.44059,1.38254,0.44059,1.39365,0.44059,1.56448,0.44059,1.27947,0.44059,1.36419,0.44059,1.30298,0.44059,1.55903,0.44059,1.25755,0.44059
539,L.Paquetá,19,WHU,3,MID,6.0,0.0,3.5,63,25.0,Doubtful,1.4,29,1057,3.82539,0.07986,4.06839,0.30947,4.07019,0.6389,3.87805,0.84992,4.16517,0.90544,3.86566,0.92717,3.77571,0.92717,3.97119,0.92717,3.92884,0.92717,4.26681,0.92717,3.80659,0.92717,3.89912,0.92717,3.74845,0.92717,3.99275,0.92717,3.50693,0.92717
541,Scamacca,19,WHU,4,FWD,6.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Souček,19,WHU,3,MID,4.9,1.3,3.6,76,100.0,Available,1.4,427,919,3.65189,0.94007,3.89397,0.94007,3.92294,0.94007,3.77065,0.94007,4.02229,0.94007,3.75979,0.94007,3.68096,0.94007,3.85228,0.94007,3.81516,0.94007,4.11137,0.94007,3.70802,0.94007,3.78912,0.94007,3.65707,0.94007,3.87118,0.94007,3.44539,0.94007
543,Vlašić,19,WHU,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,Zouma,19,WHU,2,DEF,4.5,1.0,2.6,47,100.0,Available,1.5,115,331,2.76989,0.82956,3.31182,0.82956,3.23133,0.82956,2.87469,0.82956,3.5208,0.82956,3.0385,0.82956,2.46829,0.82956,2.94758,0.82956,3.20734,0.82956,3.36354,0.82956,3.24292,0.82956,2.71962,0.82956,2.51972,0.82956,3.53556,0.82956,2.35173,0.82956
577,Ogbonna,19,WHU,2,DEF,4.3,0.0,2.8,17,,Available,0.1,3,39,2.05547,0.313,2.42633,0.313,2.33096,0.313,2.06134,0.313,2.519,0.313,2.17737,0.313,1.77347,0.313,2.11297,0.313,2.29696,0.313,2.4076,0.313,2.32216,0.313,1.9515,0.313,1.8099,0.313,2.52945,0.313,1.69091,0.313
642,Álvarez,19,WHU,3,MID,5.0,1.0,2.1,37,100.0,Available,0.2,37,49,2.61375,0.76736,2.75929,0.76736,2.76205,0.76736,2.66266,0.76736,2.81387,0.76736,2.65613,0.76736,2.60876,0.76736,2.71171,0.76736,2.68941,0.76736,2.86739,0.76736,2.62503,0.76736,2.67376,0.76736,2.59441,0.76736,2.72307,0.76736,2.46722,0.76736
647,Anang,19,WHU,1,GKP,4.0,0.0,0.0,0,,Available,0.1,8,10,2.85201,0.002,3.12386,0.002,2.9339,0.002,3.24404,0.002,3.03599,0.002,3.01266,0.002,2.84973,0.002,2.94863,0.002,3.13798,0.002,3.36449,0.002,3.04851,0.002,2.91154,0.002,2.85488,0.002,3.00696,0.002,2.66219,0.002
664,Ward-Prowse,19,WHU,3,MID,6.0,6.3,4.8,101,,Available,8.6,4689,2630,5.32522,0.94123,5.58045,0.94123,5.45295,0.94123,5.11509,0.94123,5.52594,0.94123,5.09737,0.94123,4.96866,0.94123,5.24838,0.94123,5.18777,0.94123,5.67137,0.94123,5.01285,0.94123,5.14525,0.94123,4.92966,0.94123,5.27923,0.94123,4.58407,0.94123
676,Mavropanos,19,WHU,2,DEF,4.5,1.0,3.4,31,100.0,Available,0.2,26,195,2.26218,0.79296,2.71711,0.79296,2.64951,0.79296,2.35883,0.79296,2.88344,0.79296,2.49183,0.79296,2.02885,0.79296,2.41801,0.79296,2.62892,0.79296,2.75575,0.79296,2.65781,0.79296,2.23292,0.79296,2.07061,0.79296,2.89542,0.79296,1.93421,0.79296
689,Kudus,19,WHU,3,MID,6.8,1.7,4.8,81,100.0,Available,3.3,3312,1645,3.22259,0.92647,3.43963,0.92647,3.46167,0.92647,3.3269,0.92647,3.55903,0.92647,3.31688,0.92647,3.24416,0.92647,3.4022,0.92647,3.36796,0.92647,3.64121,0.92647,3.26912,0.92647,3.34394,0.92647,3.22212,0.92647,3.41964,0.92647,3.02685,0.92647
773,Orford,19,WHU,3,MID,4.5,0.0,0.0,0,,Available,0.0,0,1,1.40654,0.10549,1.46025,0.10549,1.46065,0.10549,1.41818,0.10549,1.48164,0.10549,1.41544,0.10549,1.39556,0.10549,1.43877,0.10549,1.42941,0.10549,1.50411,0.10549,1.40239,0.10549,1.42284,0.10549,1.38953,0.10549,1.44353,0.10549,1.33615,0.10549
