name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
Duffus,5,BHA,3,MID,4.4,0.0,0.0,0,,Available,0.0,13,7,1.30767,0.01193,1.35768,0.01193,1.37964,0.01193,1.32319,0.01193,1.38432,0.01193,1.27474,0.01193,1.2597,0.01193,1.33947,0.01193,1.30257,0.01193,1.32297,0.01193,1.33656,0.01193,1.33222,0.01193,1.31099,0.01193,1.29218,0.01193,1.36521,0.01193
Kavanagh,5,BHA,2,DEF,4.0,0.0,0.0,0,,Available,0.0,26,26,1.37221,0.01738,1.59723,0.01738,1.89575,0.01738,1.67687,0.01738,1.88407,0.01738,1.23077,0.01738,1.07419,0.01738,1.56958,0.01738,1.54166,0.01738,1.87979,0.01738,1.47813,0.01738,1.69229,0.01738,1.63306,0.01738,1.25071,0.01738,1.71725,0.01738
Barrington,5,BHA,3,MID,4.5,0.0,0.0,0,,Available,0.0,6,12,1.33295,0.02169,1.38366,0.02169,1.40592,0.02169,1.34869,0.02169,1.41067,0.02169,1.29956,0.02169,1.28432,0.02169,1.3652,0.02169,1.32778,0.02169,1.34847,0.02169,1.36225,0.02169,1.35784,0.02169,1.33632,0.02169,1.31725,0.02169,1.39129,0.02169
Peupion,5,BHA,3,MID,4.5,0.0,0.0,0,,Available,0.0,4,3,1.41193,0.13342,1.46481,0.13342,1.48802,0.13342,1.42834,0.13342,1.49297,0.13342,1.37711,0.13342,1.36121,0.13342,1.44556,0.13342,1.40654,0.13342,1.42811,0.13342,1.44248,0.13342,1.43789,0.13342,1.41544,0.13342,1.39556,0.13342,1.47277,0.13342
Agyei,6,BUR,3,MID,4.2,0.0,0.0,0,,Available,0.2,1522,583,1.14376,0.00361,1.18383,0.00361,1.18015,0.00361,1.27931,0.00361,1.18981,0.00361,1.23166,0.00361,1.17055,0.00361,1.23591,0.00361,1.19412,0.00361,1.21319,0.00361,1.23533,0.00361,1.20199,0.00361,1.2596,0.00361,1.18859,0.00361,1.26023,0.00361
Al-Dakhil,6,BUR,2,DEF,3.8,3.0,1.5,19,100.0,Available,1.2,11995,2592,1.8843,0.39366,2.38522,0.39366,2.59194,0.39366,2.54534,0.39366,2.14797,0.39366,2.52303,0.39366,1.91486,0.39366,2.52421,0.39366,2.20883,0.39366,2.18676,0.39366,2.29993,0.39366,2.19125,0.39366,2.42336,0.39366,2.02292,0.39366,2.65304,0.39366
Bastien,6,BUR,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson,6,BUR,3,MID,5.2,0.0,1.0,4,100.0,Available,0.1,31,36,1.98208,0.06811,2.07429,0.06811,2.06583,0.06811,2.29401,0.06811,2.08804,0.06811,2.18436,0.06811,2.04372,0.06811,2.19413,0.06811,2.09796,0.06811,2.14186,0.06811,2.19281,0.06811,2.11609,0.06811,2.24866,0.06811,2.08525,0.06811,2.2501,0.06811
Beyer,6,BUR,2,DEF,4.0,0.0,2.0,30,50.0,Doubtful,1.2,54,2035,1.64441,0.30482,2.32676,0.62931,2.64558,0.81752,2.68249,0.87378,2.23206,0.89567,2.6572,0.89567,1.96782,0.89567,2.65854,0.89567,2.30104,0.89567,2.27603,0.89567,2.4043,0.89567,2.28111,0.89567,2.54422,0.89567,2.09031,0.89567,2.80457,0.89567
Brownhill,6,BUR,3,MID,4.7,2.0,2.5,56,,Available,0.2,220,940,2.99004,0.9403,3.1621,0.9403,3.17263,0.9403,3.52109,0.9403,3.2118,0.9403,3.35717,0.9403,3.1449,0.9403,3.37192,0.9403,3.22677,0.9403,3.29303,0.9403,3.36993,0.9403,3.25413,0.9403,3.45422,0.9403,3.20758,0.9403,3.45639,0.9403
Churlinov,6,BUR,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cork,6,BUR,3,MID,4.8,0.3,1.0,2,100.0,Available,0.0,11,13,1.5765,0.23462,1.67596,0.23462,1.70136,0.23462,1.86923,0.23462,1.7177,0.23462,1.78856,0.23462,1.68509,0.23462,1.79575,0.23462,1.725,0.23462,1.75729,0.23462,1.79478,0.23462,1.73833,0.23462,1.83586,0.23462,1.71564,0.23462,1.83692,0.23462
Costelloe,6,BUR,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cullen,6,BUR,3,MID,5.0,0.7,1.7,20,100.0,Available,0.1,21,32,2.06772,0.22626,2.17284,0.22626,2.17672,0.22626,2.40623,0.22626,2.19906,0.22626,2.29594,0.22626,2.15448,0.22626,2.30577,0.22626,2.20904,0.22626,2.2532,0.22626,2.30444,0.22626,2.22727,0.22626,2.36062,0.22626,2.19625,0.22626,2.36206,0.22626
Egan-Riley,6,BUR,2,DEF,3.9,0.0,0.0,0,0.0,Unavailable,0.2,32,409,0.96234,0.0,1.41344,0.0,1.63392,0.0,1.65945,0.0,1.34796,0.0,1.64196,0.0,1.16596,0.0,1.66344,0.0,1.39566,0.0,1.37836,0.0,1.46707,0.0,1.33457,0.0,1.56383,0.0,1.24993,0.0,1.75536,0.0
Ekdal,6,BUR,2,DEF,3.9,0.7,0.8,5,100.0,Available,0.1,114,106,0.94171,0.82386,1.45587,0.82386,1.7313,0.82386,1.79328,0.82386,1.50195,0.82386,1.80627,0.82386,1.3128,0.82386,1.80722,0.82386,1.55132,0.82386,1.53342,0.82386,1.62524,0.82386,1.53706,0.82386,1.72539,0.82386,1.40048,0.82386,1.91175,0.82386
Foster,6,BUR,4,FWD,4.7,1.7,3.7,52,100.0,Available,0.5,727,1550,2.39111,0.92326,2.50451,0.92326,2.5815,0.92326,2.70296,0.92326,2.92479,0.92326,2.74745,0.92326,2.82595,0.92326,2.86391,0.92326,2.99673,0.92326,2.88214,0.92326,2.97409,0.92326,2.66059,0.92326,3.03752,0.92326,2.90223,0.92326,3.22917,0.92326
Franchi,6,BUR,1,GKP,3.9,0.0,0.0,0,0.0,Unavailable,0.1,0,223,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002
Gudmundsson,6,BUR,3,MID,4.8,1.7,1.8,29,100.0,Available,0.0,14,27,2.23695,0.90068,2.41509,0.90068,2.45067,0.90068,2.79887,0.90068,2.56963,0.90068,2.69457,0.90068,2.51213,0.90068,2.70725,0.90068,2.58249,0.90068,2.63944,0.90068,2.70554,0.90068,2.60601,0.90068,2.77798,0.90068,2.566,0.90068,2.77985,0.90068
McNally,6,BUR,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muric,6,BUR,1,GKP,4.3,0.0,0.0,0,100.0,Available,0.1,38,45,3.39576,0.06003,3.07584,0.06003,3.3023,0.06003,3.31176,0.06003,3.05799,0.06003,3.17022,0.06003,3.06929,0.06003,3.22605,0.06003,3.52766,0.06003,3.29065,0.06003,3.29676,0.06003,3.37829,0.06003,3.13647,0.06003,3.27995,0.06003,3.55622,0.06003
O'Shea,6,BUR,2,DEF,4.4,1.3,1.8,35,,Available,0.2,217,712,1.88905,0.93157,2.57507,0.93157,2.93092,0.93157,2.99717,0.93157,2.5916,0.93157,2.99523,0.93157,2.34074,0.93157,2.9965,0.93157,2.65709,0.93157,2.63335,0.93157,2.75513,0.93157,2.63818,0.93157,2.88797,0.93157,2.45703,0.93157,3.13514,0.93157
Obafemi,6,BUR,4,FWD,4.9,0.0,1.0,2,0.0,Unavailable,0.0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peacock-Farrell,6,BUR,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberts,6,BUR,2,DEF,4.3,0.3,0.9,12,0.0,Unavailable,0.2,14,306,1.2399,0.0,1.83237,0.0,2.13776,0.0,2.18692,0.0,1.83461,0.0,2.16714,0.0,1.62877,0.0,2.19143,0.0,1.88856,0.0,1.869,0.0,1.96933,0.0,1.81947,0.0,2.07877,0.0,1.72374,0.0,2.2954,0.0
Rodriguez,6,BUR,4,FWD,5.3,0.0,2.5,33,,Available,0.2,125,716,2.59516,0.28281,2.6612,0.28281,2.69227,0.28281,2.79164,0.28281,3.01796,0.28281,2.8211,0.28281,2.90825,0.28281,2.95039,0.28281,3.09782,0.28281,2.97062,0.28281,3.07269,0.28281,2.72468,0.28281,3.1431,0.28281,2.99293,0.28281,3.35585,0.28281
Taylor,6,BUR,2,DEF,4.0,0.0,2.1,34,50.0,Doubtful,4.3,279,9025,1.66632,0.27453,2.29124,0.56677,2.58281,0.75033,2.61657,0.82237,2.20464,0.84984,2.59344,0.84984,1.96298,0.84984,2.59466,0.84984,2.26772,0.84984,2.24485,0.84984,2.36216,0.84984,2.2495,0.84984,2.49012,0.84984,2.075,0.84984,2.72821,0.84984
Thomas,6,BUR,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Twine,6,BUR,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vigouroux,6,BUR,1,GKP,3.9,0.0,0.0,0,,Available,0.3,109,202,3.12959,0.00203,2.85201,0.00203,3.04851,0.00203,3.05671,0.00203,2.83652,0.00203,2.9339,0.00203,2.84632,0.00203,2.98234,0.00203,3.24404,0.00203,3.0384,0.00203,3.0437,0.00203,3.11444,0.00203,2.90462,0.00203,3.02911,0.00203,3.26882,0.00203
Vitinho,6,BUR,2,DEF,4.4,1.3,1.8,30,100.0,Available,0.1,118,319,2.01939,0.92883,2.72857,0.92883,3.08645,0.92883,3.15184,0.92883,2.72925,0.92883,3.14666,0.92883,2.46982,0.92883,3.14797,0.92883,2.79697,0.92883,2.77242,0.92883,2.89836,0.92883,2.77742,0.92883,3.03573,0.92883,2.59008,0.92883,3.29134,0.92883
Weghorst,6,BUR,4,FWD,5.5,0.0,0.0,0,0.0,Unavailable,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaroury,6,BUR,3,MID,4.6,0.3,0.7,4,0.0,Unavailable,0.0,10,55,1.512,0.0,1.60306,0.0,1.61919,0.0,1.81148,0.0,1.65814,0.0,1.72984,0.0,1.62215,0.0,1.73823,0.0,1.66553,0.0,1.69821,0.0,1.73614,0.0,1.67398,0.0,1.77772,0.0,1.65606,0.0,1.78198,0.0
D.D.Fofana,6,BUR,4,FWD,5.0,5.0,7.5,15,100.0,Available,0.0,2472,311,1.7531,0.89506,1.75933,0.89506,1.7377,0.89506,1.77048,0.89506,1.89531,0.89506,1.73844,0.89506,1.80788,0.89506,1.84146,0.89506,1.95895,0.89506,1.85758,0.89506,1.93892,0.89506,1.6616,0.89506,1.99503,0.89506,1.87536,0.89506,2.16457,0.89506
Berge,6,BUR,3,MID,4.7,1.0,2.0,44,,Available,0.1,40,169,2.4201,0.85414,2.59129,0.85414,2.60155,0.85414,2.92297,0.85414,2.66689,0.85414,2.79354,0.85414,2.60862,0.85414,2.80639,0.85414,2.67993,0.85414,2.73766,0.85414,2.80466,0.85414,2.70377,0.85414,2.87809,0.85414,2.66322,0.85414,2.87998,0.85414
Amdouni,6,BUR,4,FWD,5.3,4.0,3.0,66,,Available,0.3,282,3074,2.776,0.93751,2.88278,0.93751,2.96022,0.93751,3.09866,0.93751,3.35697,0.93751,3.15682,0.93751,3.24542,0.93751,3.28826,0.93751,3.43815,0.93751,3.30883,0.93751,3.4126,0.93751,3.05879,0.93751,3.48419,0.93751,3.33151,0.93751,3.70049,0.93751
Trafford,6,BUR,1,GKP,4.5,1.7,2.7,62,,Available,1.1,524,2167,3.84654,0.94941,3.47346,0.94941,3.73756,0.94941,3.74858,0.94941,3.45264,0.94941,3.58352,0.94941,3.46582,0.94941,3.64863,0.94941,4.00037,0.94941,3.72397,0.94941,3.7311,0.94941,3.82617,0.94941,3.54417,0.94941,3.71149,0.94941,4.03367,0.94941
Redmond,6,BUR,3,MID,4.7,0.0,0.9,11,0.0,Injured,0.0,8,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koleosho,6,BUR,3,MID,4.8,0.0,2.7,40,0.0,Injured,0.1,14,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61324,0.01,2.82308,0.73631
Bruun Larsen,6,BUR,3,MID,4.9,0.7,1.8,32,,Available,0.0,19,25,1.6962,0.66532,1.82975,0.66532,1.88176,0.66532,2.09814,0.66532,1.96283,0.66532,2.04084,0.66532,1.92692,0.66532,2.04876,0.66532,1.97086,0.66532,2.00642,0.66532,2.04769,0.66532,1.98555,0.66532,2.09293,0.66532,1.96056,0.66532,2.0941,0.66532
Dodgson,6,BUR,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,3,1.7441,0.0,1.86842,0.0,2.11724,0.0,1.5122,0.0,1.85174,0.0,1.40833,0.0,2.00462,0.0,1.67442,0.0,1.56174,0.0,1.56296,0.0,1.4644,0.0,1.83082,0.0,1.47099,0.0,2.12633,0.0,1.4769,0.0
Odobert,6,BUR,3,MID,5.0,3.3,3.4,47,,Available,0.1,170,479,2.40827,0.89715,2.54246,0.89715,2.55366,0.89715,2.84147,0.89715,2.60581,0.89715,2.71987,0.89715,2.55332,0.89715,2.73145,0.89715,2.61756,0.89715,2.66955,0.89715,2.72989,0.89715,2.63903,0.89715,2.79603,0.89715,2.6025,0.89715,2.79773,0.89715
Delcroix,6,BUR,2,DEF,4.0,0.0,0.7,6,50.0,Doubtful,0.0,4,72,1.19827,0.12286,1.66413,0.25366,1.88021,0.33689,1.90523,0.37652,1.59994,0.39634,1.88809,0.39634,1.42085,0.39634,1.88899,0.39634,1.64669,0.39634,1.62974,0.39634,1.71668,0.39634,1.63319,0.39634,1.81151,0.39634,1.50387,0.39634,1.98796,0.39634
A.Ramsey,6,BUR,3,MID,5.0,1.0,1.2,15,100.0,Available,0.0,86,84,1.74245,0.75902,1.8714,0.75902,1.89611,0.75902,2.10722,0.75902,1.95322,0.75902,2.02908,0.75902,1.91831,0.75902,2.03678,0.75902,1.96103,0.75902,1.99561,0.75902,2.03574,0.75902,1.97531,0.75902,2.07974,0.75902,1.95102,0.75902,2.08087,0.75902
Massengo,6,BUR,3,MID,4.9,0.7,1.0,2,,Available,0.0,4,7,1.50935,0.38347,1.64021,0.38347,1.69466,0.38347,1.92872,0.38347,1.80689,0.38347,1.87999,0.38347,1.77324,0.38347,1.88741,0.38347,1.81441,0.38347,1.84774,0.38347,1.88641,0.38347,1.82817,0.38347,1.9288,0.38347,1.80476,0.38347,1.92989,0.38347
M.Trésor,6,BUR,3,MID,5.3,0.3,1.3,18,,Available,0.0,16,40,1.94039,0.57354,2.07311,0.57354,2.09344,0.57354,2.28795,0.57354,2.11237,0.57354,2.19447,0.57354,2.07459,0.57354,2.20281,0.57354,2.12083,0.57354,2.15825,0.57354,2.20168,0.57354,2.13628,0.57354,2.24929,0.57354,2.10999,0.57354,2.25051,0.57354
Assignon,6,BUR,2,DEF,4.0,4.0,4.0,4,,Available,0.0,1018,80,1.53301,0.56727,2.11218,0.56727,2.39751,0.56727,2.43446,0.56727,2.04202,0.56727,2.41661,0.56727,1.80921,0.56727,2.41778,0.56727,2.1028,0.56727,2.08077,0.56727,2.19378,0.56727,2.08525,0.56727,2.31706,0.56727,1.91713,0.56727,2.54644,0.56727
Estève,6,BUR,2,DEF,4.0,1.0,1.0,1,,Available,0.0,51,8,1.02889,0.56727,1.50803,0.56727,1.75826,0.56727,1.815,0.56727,1.53724,0.56727,1.82905,0.56727,1.35587,0.56727,1.82996,0.56727,1.58458,0.56727,1.56742,0.56727,1.65546,0.56727,1.57091,0.56727,1.7515,0.56727,1.43994,0.56727,1.93019,0.56727
Caicedo,7,CHE,3,MID,4.5,2.7,1.9,39,100.0,Available,1.2,894,1069,2.68372,0.89739,2.578,0.89739,0.0,0.0,2.92778,0.89739,3.08769,0.89739,2.7628,0.89739,3.07355,0.89739,3.04958,0.89739,3.02808,0.89739,3.09078,0.89739,2.86996,0.89739,2.82834,0.89739,3.01742,0.89739,3.01577,0.89739,3.16245,0.89739
Sanchez,7,CHE,1,GKP,4.5,0.0,3.7,59,25.0,Doubtful,3.2,59,6932,3.50948,0.07835,3.01141,0.30361,0.0,0.0,3.36477,0.6268,3.32396,0.80962,3.40156,0.86103,3.49334,0.94879,3.64448,0.94879,3.50328,0.94879,3.68452,0.94879,3.57082,0.94879,3.33212,0.94879,3.79107,0.94879,3.60663,0.94879,3.52005,0.94879
Ampadu,7,CHE,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrey,7,CHE,3,MID,4.2,0.0,1.0,1,0.0,Unavailable,0.1,191,284,1.18808,0.0,1.12945,0.0,0.0,0.0,1.22152,0.0,1.26763,0.0,1.15729,0.0,1.25823,0.0,1.25038,0.0,1.24333,0.0,1.26388,0.0,1.19151,0.0,1.17787,0.0,1.2423,0.0,1.2393,0.0,1.28737,0.0
Arrizabalaga,7,CHE,1,GKP,5.0,0.0,0.0,0,0.0,Unavailable,0.2,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aubameyang,7,CHE,4,FWD,6.5,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azpilicueta,7,CHE,2,DEF,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baba,7,CHE,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.Badiashile,7,CHE,2,DEF,4.4,0.3,2.2,18,100.0,Available,0.1,87,469,2.55767,0.68475,1.78311,0.68475,0.0,0.0,2.39723,0.68475,2.63561,0.68475,2.04085,0.68475,3.03476,0.68475,2.70077,0.68475,2.53319,0.68475,2.94999,0.68475,2.2905,0.68475,2.33463,0.68475,2.75903,0.68475,2.91228,0.68475,2.81153,0.68475
Bettinelli,7,CHE,1,GKP,4.0,0.0,0.0,-1,100.0,Available,0.0,32,29,2.9704,0.002,2.59391,0.002,0.0,0.0,2.86102,0.002,2.83017,0.002,2.88883,0.002,2.9582,0.002,3.07245,0.002,2.96571,0.002,3.10271,0.002,3.01677,0.002,2.83634,0.002,3.18325,0.002,3.04384,0.002,2.97839,0.002
Chalobah,7,CHE,2,DEF,4.3,0.0,0.0,0,50.0,Doubtful,0.0,6,18,1.98216,0.29405,1.31624,0.60707,0.0,0.0,1.75867,0.78851,1.90121,0.84134,1.39652,0.85915,2.1898,0.85915,1.92323,0.85915,1.78948,0.85915,2.12214,0.85915,1.59578,0.85915,1.631,0.85915,1.96973,0.85915,2.09204,0.85915,2.01164,0.85915
Chilwell,7,CHE,2,DEF,5.4,0.0,1.7,15,100.0,Available,5.0,1744,3061,2.43909,0.93255,1.53662,0.93255,0.0,0.0,2.21555,0.93255,2.42623,0.93255,1.68705,0.93255,2.8189,0.93255,2.43856,0.93255,2.24772,0.93255,2.72237,0.93255,1.97135,0.93255,2.02161,0.93255,2.5049,0.93255,2.67942,0.93255,2.5647,0.93255
Chukwuemeka,7,CHE,3,MID,4.2,2.0,2.4,12,100.0,Available,1.2,10095,2919,0.9185,0.90631,0.92051,0.90631,0.0,0.0,1.07279,0.90631,1.14298,0.90631,1.0529,0.90631,1.15133,0.90631,1.14374,0.90631,1.13693,0.90631,1.15679,0.90631,1.08684,0.90631,1.07366,0.90631,1.13355,0.90631,1.13303,0.90631,1.17949,0.90631
Colwill,7,CHE,2,DEF,4.7,2.3,3.0,61,25.0,Doubtful,4.7,112,35701,3.13965,0.07794,2.25289,0.302,0.0,0.0,2.88703,0.62349,3.0871,0.81629,2.37873,0.87724,3.49215,0.90262,3.118,0.90262,2.93027,0.90262,3.39718,0.90262,2.6584,0.90262,2.70784,0.90262,3.18326,0.90262,3.35494,0.90262,3.24208,0.90262
Cucurella,7,CHE,2,DEF,4.8,0.0,1.1,10,0.0,Injured,0.4,17,283,0.0,0.0,0.0,0.0,0.0,0.0,2.20727,0.01,2.38356,0.80315,1.75941,0.80315,2.74044,0.83065,2.41078,0.83065,2.24537,0.84477,2.65677,0.84477,2.00583,0.84477,2.04939,0.84477,2.46828,0.84477,2.61955,0.84477,2.52011,0.84477
Enzo,7,CHE,3,MID,4.8,1.7,2.5,50,100.0,Available,2.2,648,2292,3.60618,0.9248,3.38302,0.9248,0.0,0.0,3.93455,0.9248,4.20934,0.9248,3.64349,0.9248,4.18558,0.9248,4.14376,0.9248,4.10626,0.9248,4.21564,0.9248,3.83043,0.9248,3.75783,0.9248,4.08766,0.9248,4.08479,0.9248,4.34065,0.9248
W.Fofana,7,CHE,2,DEF,4.4,0.0,0.0,0,0.0,Injured,0.0,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gallagher,7,CHE,3,MID,5.4,2.0,2.7,59,100.0,Available,0.4,341,1041,2.97186,0.93904,2.80321,0.93904,0.0,0.0,3.27234,0.93904,3.49681,0.93904,3.04491,0.93904,3.47035,0.93904,3.43753,0.93904,3.40809,0.93904,3.49394,0.93904,3.19162,0.93904,3.13464,0.93904,3.3935,0.93904,3.39125,0.93904,3.59205,0.93904
Gusto,7,CHE,2,DEF,4.2,1.7,2.4,39,100.0,Available,7.0,4384,16717,2.30594,0.87099,1.51653,0.87099,0.0,0.0,2.11355,0.87099,2.31459,0.87099,1.67986,0.87099,2.69459,0.87099,2.35361,0.87099,2.18252,0.87099,2.60805,0.87099,1.93474,0.87099,1.9798,0.87099,2.41308,0.87099,2.56955,0.87099,2.46669,0.87099
James,7,CHE,2,DEF,5.3,0.0,1.1,9,0.0,Injured,2.9,56,1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukaku,7,CHE,4,FWD,6.8,0.0,0.0,0,0.0,Unavailable,0.3,0,41,3.18595,0.0,2.93575,0.0,0.0,0.0,3.13732,0.0,3.02785,0.0,3.35546,0.0,3.09206,0.0,3.32765,0.0,3.37617,0.0,3.43907,0.0,3.45952,0.0,3.09463,0.0,3.3088,0.0,3.4291,0.0,3.36412,0.0
Madueke,7,CHE,3,MID,5.3,0.7,2.1,23,100.0,Available,0.1,160,925,2.04108,0.61981,1.95656,0.61981,0.0,0.0,2.25427,0.61981,2.38543,0.61981,2.10975,0.61981,2.36213,0.61981,2.34266,0.61981,2.3252,0.61981,2.37613,0.61981,2.19678,0.61981,2.16298,0.61981,2.31654,0.61981,2.31521,0.61981,2.43433,0.61981
Mudryk,7,CHE,3,MID,6.3,1.7,3.1,59,100.0,Available,0.9,371,2185,2.71488,0.83713,2.54122,0.83713,0.0,0.0,2.94591,0.83713,3.14414,0.83713,2.76708,0.83713,3.14592,0.83713,3.11669,0.83713,3.09048,0.83713,3.16693,0.83713,2.89772,0.83713,2.84698,0.83713,3.07749,0.83713,3.07548,0.83713,3.2543,0.83713
N.Jackson,7,CHE,4,FWD,6.8,0.3,3.4,67,100.0,Available,4.1,867,5133,3.74222,0.919,3.70498,0.919,0.0,0.0,3.97901,0.919,4.59603,0.919,3.67376,0.919,4.69649,0.919,4.21552,0.919,4.51385,0.919,4.36304,0.919,4.12057,0.919,4.0515,0.919,4.40132,0.919,4.19812,0.919,4.0528,0.919
