name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
Heaton,14,MUN,1,GKP,4.0,0.0,0.0,0,100.0,Available,0.1,23,81,2.86361,0.002,3.01281,0.002,3.30984,0.002,2.61887,0.002,3.13252,0.002,3.07818,0.002,2.88852,0.002,2.80003,0.002,2.88772,0.002,3.03595,0.002,2.85738,0.002,2.98663,0.002,2.99895,0.002,2.80562,0.002,3.04576,0.002
Lindelof,14,MUN,2,DEF,4.5,0.3,3.3,43,100.0,Available,0.3,89,285,2.08193,0.86522,2.19473,0.86522,2.67344,0.86522,1.83637,0.86522,2.81093,0.86522,3.00642,0.86522,2.38936,0.86522,2.02081,0.86522,2.21994,0.86522,2.54796,0.86522,2.55469,0.86522,2.88941,0.86522,2.64858,0.86522,2.35327,0.86522,2.20043,0.86522
Maguire,14,MUN,2,DEF,4.2,2.3,3.3,43,100.0,Available,1.1,5778,1471,2.05571,0.9049,2.1858,0.9049,2.67982,0.9049,1.86515,0.9049,2.81564,0.9049,3.01008,0.9049,2.39634,0.9049,2.02978,0.9049,2.22784,0.9049,2.55409,0.9049,2.56078,0.9049,2.8937,0.9049,2.65416,0.9049,2.36045,0.9049,2.20843,0.9049
Mainoo,14,MUN,3,MID,4.4,5.0,3.0,27,100.0,Available,0.4,8103,1838,1.86861,0.87001,2.00798,0.87001,2.12111,0.87001,1.88522,0.87001,2.13351,0.87001,2.11669,0.87001,2.06882,0.87001,1.9865,0.87001,2.06444,0.87001,2.05714,0.87001,2.13997,0.87001,2.1238,0.87001,2.00306,0.87001,2.00939,0.87001,2.00897,0.87001
Malacia,14,MUN,2,DEF,4.3,0.0,0.0,0,25.0,Doubtful,0.0,10,14,1.42056,0.0501,1.47808,0.19414,1.82404,0.4008,1.13277,0.53232,1.86962,0.59494,2.02372,0.62626,1.53729,0.62626,1.24676,0.62626,1.40374,0.62626,1.66232,0.62626,1.66762,0.62626,1.93148,0.62626,1.74163,0.62626,1.50884,0.62626,1.38836,0.62626
Martial,14,MUN,4,FWD,6.4,0.0,1.9,25,0.0,Injured,0.3,33,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.20436,0.01,2.29789,0.01,2.25206,0.60884,2.24701,0.76784,2.47948,0.80302,2.51112,0.80302,2.1309,0.82229,2.10687,0.82229,2.23967,0.82229
Martinez,14,MUN,2,DEF,4.7,2.3,1.5,12,0.0,Injured,2.3,2008,4528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83329,0.74305,1.53057,0.85572,1.69413,0.85572,1.96357,0.88234,1.96909,0.88234,2.24403,0.89655,2.04621,0.89655,1.80365,0.89655,1.67811,0.89655
McTominay,14,MUN,3,MID,4.6,3.7,3.8,75,100.0,Available,1.2,4385,5494,3.00011,0.9359,3.24169,0.9359,3.44419,0.9359,2.85837,0.9359,3.42235,0.9359,3.38362,0.9359,3.27342,0.9359,3.08391,0.9359,3.26333,0.9359,3.24652,0.9359,3.43721,0.9359,3.39998,0.9359,3.12203,0.9359,3.1366,0.9359,3.13564,0.9359
Pellistri,14,MUN,3,MID,4.2,0.0,1.4,13,0.0,Unavailable,0.2,0,1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Varane,14,MUN,2,DEF,4.9,1.0,2.2,31,100.0,Available,2.2,936,1630,2.03511,0.80265,2.19665,0.80265,2.71234,0.80265,1.88429,0.80265,2.86836,0.80265,3.06669,0.80265,2.44066,0.80265,2.06675,0.80265,2.26878,0.80265,2.60157,0.80265,2.60839,0.80265,2.94798,0.80265,2.70364,0.80265,2.40404,0.80265,2.24898,0.80265
Rashford,14,MUN,3,MID,8.4,5.7,3.5,77,100.0,Available,11.2,8672,12811,3.99223,0.93364,4.41969,0.93364,4.80574,0.93364,3.96778,0.93364,4.80272,0.93364,4.74391,0.93364,4.57655,0.93364,4.28876,0.93364,4.56122,0.93364,4.53571,0.93364,4.82529,0.93364,4.76874,0.93364,4.34665,0.93364,4.36878,0.93364,4.36731,0.93364
Sancho,14,MUN,3,MID,6.7,0.0,1.0,3,0.0,Unavailable,0.4,0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaw,14,MUN,2,DEF,5.2,3.0,3.0,30,100.0,Available,3.4,8801,1768,2.10393,0.75056,2.23681,0.75056,2.78935,0.75056,1.83282,0.75056,2.92823,0.75056,3.15244,0.75056,2.44472,0.75056,2.02203,0.75056,2.25041,0.75056,2.62663,0.75056,2.63434,0.75056,3.01823,0.75056,2.74202,0.75056,2.40333,0.75056,2.22804,0.75056
Shoretire,14,MUN,4,FWD,4.4,0.0,0.0,0,,Available,0.2,137,271,1.29475,2e-05,1.34793,2e-05,1.55659,2e-05,1.22618,2e-05,1.3814,2e-05,1.40356,2e-05,1.29313,2e-05,1.34832,2e-05,1.32128,2e-05,1.3183,2e-05,1.45548,2e-05,1.47415,2e-05,1.24978,2e-05,1.2356,2e-05,1.31396,2e-05
Van de Beek,14,MUN,3,MID,4.7,0.0,1.0,1,0.0,Unavailable,0.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wan-Bissaka,14,MUN,2,DEF,4.4,0.0,2.4,29,50.0,Doubtful,1.9,25,3707,2.33709,0.23703,2.44834,0.48935,2.94781,0.64991,1.9838,0.72586,3.01137,0.76176,3.22627,0.76176,2.54792,0.76176,2.14277,0.76176,2.36168,0.76176,2.72228,0.76176,2.72968,0.76176,3.09764,0.76176,2.83289,0.76176,2.50825,0.76176,2.34023,0.76176
Onana,14,MUN,1,GKP,4.8,3.7,3.6,83,100.0,Available,11.7,8466,7414,3.49237,0.94919,3.68611,0.94919,4.07179,0.94919,3.17457,0.94919,3.84155,0.94919,3.77098,0.94919,3.52472,0.94919,3.4098,0.94919,3.52367,0.94919,3.71615,0.94919,3.48428,0.94919,3.65211,0.94919,3.6681,0.94919,3.41707,0.94919,3.72889,0.94919
Højlund,14,MUN,4,FWD,6.9,9.7,3.3,59,100.0,Available,5.4,87185,7219,3.2058,0.89039,3.35041,0.89039,3.87415,0.89039,3.0737,0.89039,3.46604,0.89039,3.52007,0.89039,3.25077,0.89039,3.38536,0.89039,3.31942,0.89039,3.31215,0.89039,3.64668,0.89039,3.69221,0.89039,3.14506,0.89039,3.11048,0.89039,3.30158,0.89039
Forson,14,MUN,3,MID,4.4,1.3,4.0,4,,Available,0.0,15,12,1.11791,0.16863,1.18463,0.16863,1.25018,0.16863,1.12237,0.16863,1.25353,0.16863,1.24399,0.16863,1.21685,0.16863,1.17019,0.16863,1.21437,0.16863,1.21023,0.16863,1.25719,0.16863,1.24802,0.16863,1.17957,0.16863,1.18316,0.16863,1.18292,0.16863
Vítek,14,MUN,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,48,2.91397,0.0,3.09585,0.0,3.3561,0.0,2.66969,0.0,3.2405,0.0,3.14527,0.0,2.95945,0.0,2.86436,0.0,2.9212,0.0,3.11795,0.0,2.92603,0.0,3.06752,0.0,3.09694,0.0,2.8704,0.0,3.12841,0.0
Gore,14,MUN,3,MID,4.5,0.0,1.0,1,0.0,Unavailable,0.0,0,22,1.15786,0.0,1.2177,0.0,1.26107,0.0,1.12197,0.0,1.23341,0.0,1.22714,0.0,1.20404,0.0,1.16384,0.0,1.19028,0.0,1.20552,0.0,1.24897,0.0,1.23519,0.0,1.17622,0.0,1.18164,0.0,1.18147,0.0
Altay,14,MUN,1,GKP,4.0,0.0,0.0,0,,Available,0.1,77,855,2.92061,0.06001,3.07276,0.06001,3.37565,0.06001,2.67103,0.06001,3.19483,0.06001,3.13941,0.06001,2.94601,0.06001,2.85577,0.06001,2.94519,0.06001,3.09635,0.06001,2.91426,0.06001,3.04606,0.06001,3.05862,0.06001,2.86147,0.06001,3.10636,0.06001
Evans,14,MUN,2,DEF,4.0,0.7,2.4,34,100.0,Available,0.9,831,3288,1.79863,0.76411,1.92237,0.76411,2.32727,0.76411,1.65772,0.76411,2.40608,0.76411,2.56259,0.76411,2.06856,0.76411,1.77349,0.76411,1.93292,0.76411,2.19554,0.76411,2.20093,0.76411,2.46891,0.76411,2.27609,0.76411,2.03967,0.76411,1.9173,0.76411
Amrabat,14,MUN,3,MID,5.0,0.0,1.4,14,100.0,Available,0.1,52,125,1.99601,0.53049,2.09648,0.53049,2.19458,0.53049,1.90009,0.53049,2.16637,0.53049,2.14701,0.53049,2.09192,0.53049,1.99717,0.53049,2.08687,0.53049,2.07847,0.53049,2.17381,0.53049,2.15519,0.53049,2.01623,0.53049,2.02351,0.53049,2.02303,0.53049
Hugill,14,MUN,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kambwala,14,MUN,2,DEF,3.9,0.0,1.0,2,,Available,0.0,109,52,1.63742,0.20416,1.69278,0.20416,2.02573,0.20416,1.36045,0.20416,2.06959,0.20416,2.2179,0.20416,1.74976,0.20416,1.47016,0.20416,1.62123,0.20416,1.87009,0.20416,1.87519,0.20416,2.12913,0.20416,1.94642,0.20416,1.72238,0.20416,1.60643,0.20416
Bennett,14,MUN,2,DEF,4.0,0.0,0.0,0,,Available,0.0,43,24,1.50408,0.05256,1.5613,0.05256,1.90551,0.05256,1.21774,0.05256,1.95086,0.05256,2.10418,0.05256,1.62021,0.05256,1.33116,0.05256,1.48734,0.05256,1.74461,0.05256,1.74989,0.05256,2.01241,0.05256,1.82352,0.05256,1.59191,0.05256,1.47203,0.05256
Hall,15,NEW,2,DEF,4.3,0.3,0.9,7,100.0,Available,0.1,90,168,2.06329,0.50363,2.03057,0.50363,1.46403,0.50363,2.03607,0.50363,1.50663,0.50363,2.02614,0.50363,2.01421,0.50363,2.1605,0.50363,1.92638,0.50363,1.81432,0.50363,1.74677,0.50363,2.32227,0.50363,2.14343,0.50363,1.74287,0.50363,1.81162,0.50363
Almirón,15,NEW,3,MID,6.2,1.7,2.8,65,100.0,Available,3.6,2939,7257,3.67213,0.94123,4.01317,0.94123,3.46189,0.94123,3.93734,0.94123,3.66525,0.94123,3.71112,0.94123,3.9579,0.94123,4.07253,0.94123,3.82065,0.94123,3.86466,0.94123,3.81539,0.94123,4.02593,0.94123,3.8197,0.94123,3.86885,0.94123,3.89331,0.94123
Anderson,15,NEW,3,MID,4.2,0.0,2.1,19,0.0,Injured,1.5,877,1867,1.68403,0.01,1.76096,0.74041,1.55135,0.83845,1.69141,0.85845,1.58666,0.85845,1.60206,0.86758,1.6849,0.86758,1.72337,0.86758,1.63883,0.86758,1.6536,0.86758,1.63706,0.86758,1.70773,0.86758,1.6385,0.86758,1.65501,0.86758,1.66321,0.86758
Ashby,15,NEW,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
