ID,Name,Team,Pos,Price,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
593,T.Bénie,SHU,FWD,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Amdouni,BUR,FWD,5.3,2.37286,0.82704,1.96246,2.45237,0.82704,2.02822,2.58589,0.82704,2.13865,2.44065,0.82704,2.01852,2.60222,0.82704,2.15215,2.30796,0.82704,1.90879,2.58567,0.82704,2.13846,2.48015,0.82704,2.0512,2.82876,0.82704,2.33951,0,0,0
595,Kerkez,BOU,DEF,4.4,2.18228,0.67066,1.46357,2.29374,0.67066,1.53832,1.75761,0.67066,1.17876,1.9385,0.67066,1.30008,1.628,0.67066,1.09184,1.60398,0.67066,1.07572,1.40463,0.67066,0.94203,2.05333,0.67066,1.37709,1.5823,0.67066,1.06118,1.918,0.67066,1.28633
596,Trafford,BUR,GK,4.5,3.22877,0.5,1.61439,3.26888,0.5,1.63444,3.99685,0.5,1.99842,3.34732,0.5,1.67366,3.52193,0.5,1.76097,3.55357,0.5,1.77679,3.19721,0.5,1.5986,3.30698,0.5,1.65349,3.58431,0.5,1.79215,0,0,0
597,Onana,MUN,GK,4.8,3.20386,0.94921,3.04115,3.21376,0.94921,3.05054,3.28041,0.94921,3.11381,3.4056,0.94921,3.23264,0,0,0,3.56787,0.94921,3.38667,3.51688,0.94921,3.33827,2.99789,0.94921,2.84564,3.45765,0.94921,3.28205,6.75672,0.94921,6.41358
598,Doherty,WOL,DEF,4.3,1.20208,0.82137,0.98735,1.89837,0.82137,1.55926,1.70452,0.82137,1.40004,1.83785,0.82137,1.50955,1.42184,0.82137,1.16786,2.17012,0.82137,1.78247,1.0639,0.82137,0.87385,2.27545,0.82137,1.86898,1.16101,0.82137,0.95362,1.80727,0.82137,1.48443
599,Diaby,AVL,MID,6.3,3.00463,0.92523,2.77997,2.56935,0.92523,2.37724,3.28258,0.92523,3.03713,2.78813,0.92523,2.57966,3.53822,0.92523,3.27366,3.32735,0.92523,3.07856,3.01122,0.92523,2.78606,3.30075,0.92523,3.05395,3.13631,0.92523,2.9018,0,0,0
600,Redmond,BUR,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Danjuma,EVE,MID,5.2,2.38299,0.23498,0.55996,2.22503,0.48513,1.07942,2.61664,0.64431,1.68593,2.31966,0.71954,1.66908,2.56059,0.75371,1.92994,2.49748,0.75371,1.88238,2.49959,0.75371,1.88397,2.60086,0.75371,1.96029,2.10287,0.75371,1.58495,2.4576,0.75371,1.85232
602,Kaboré,LUT,DEF,4,0.97162,0.82335,0.79998,0.97772,0.82335,0.805,1.51496,0.82335,1.24734,1.01974,0.82335,0.8396,1.6661,0.82335,1.37178,1.55463,0.82335,1.28,1.88027,0.82335,1.54811,1.38439,0.82335,1.13983,1.80924,0.82335,1.48963,0,0,0
603,Barnes,NEW,MID,6.2,2.20574,0.46262,1.02043,2.41328,0.61442,1.48278,2.26958,0.68671,1.55854,2.25095,0.73487,1.65416,0,0,0,2.46558,0.73487,1.8119,2.2934,0.73487,1.68536,2.24812,0.73487,1.65209,2.28794,0.73487,1.68135,4.41445,0.73487,3.24406
604,Aina,NFO,DEF,4.5,2.51566,0.47757,1.20142,2.34725,0.63428,1.48881,1.5103,0.70874,1.07041,2.09926,0.74259,1.5589,1.87527,0.74259,1.39256,1.35282,0.74259,1.00459,2.08154,0.74259,1.54574,1.90491,0.74259,1.41458,2.2617,0.74259,1.67952,0,0,0
605,Koleosho,BUR,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99113,0.01,0.01991,2.18754,0.73682,1.61181,0,0,0
606,Igor,BHA,DEF,4.3,1.1759,0.72304,0.85022,1.7858,0.72304,1.29121,1.61264,0.72304,1.16601,2.4283,0.72304,1.75576,0,0,0,2.01008,0.72304,1.45337,2.02695,0.72304,1.46557,1.33554,0.72304,0.96565,2.14605,0.72304,1.55168,3.38981,0.72304,2.45098
607,Radu,BOU,GK,4.3,3.5046,0.00207,0.00724,3.44333,0.00207,0.00712,3.147,0.00207,0.00651,3.23799,0.00207,0.00669,2.81838,0.00207,0.00583,3.05132,0.00207,0.00631,2.95587,0.00207,0.00611,2.92636,0.00207,0.00605,2.93754,0.00207,0.00607,3.09651,0.00207,0.0064
608,"Bruun Larsen",BUR,MID,4.8,2.55784,0.81553,2.086,2.60035,0.81553,2.12066,2.47931,0.81553,2.02195,2.35934,0.81553,1.92411,2.45792,0.81553,2.00451,2.20316,0.81553,1.79674,2.43257,0.81553,1.98384,2.18131,0.81553,1.77892,2.41629,0.81553,1.97055,0,0,0
609,Maatsen,CHE,MID,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Bassey,FUL,DEF,4.4,2.13695,0.87426,1.86825,2.18899,0.87426,1.91374,2.23715,0.87426,1.95585,1.87605,0.87426,1.64015,1.93198,0.87426,1.68905,2.72091,0.87426,2.37878,1.96386,0.87426,1.71693,1.50987,0.87426,1.32002,1.98828,0.87426,1.73827,0,0,0
611,Disasi,CHE,DEF,4.9,3.2493,0.91409,2.97015,2.56577,0.91409,2.34534,2.71538,0.91409,2.48211,3.20182,0.91409,2.92675,0,0,0,2.17138,0.91409,1.98484,2.61662,0.91409,2.39183,2.75311,0.91409,2.5166,2.6692,0.91409,2.43989,6.28402,0.91409,5.74417
613,Ugochukwu,CHE,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Kaminski,LUT,GK,4.5,3.1931,0.94941,3.03156,3.14203,0.94941,2.98306,3.17937,0.94941,3.01852,2.76989,0.94941,2.62976,3.11546,0.94941,2.95784,3.26865,0.94941,3.10328,3.63609,0.94941,3.45213,3.05938,0.94941,2.9046,3.70308,0.94941,3.51574,0,0,0
615,"Matheus França",CRY,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Gvardiol,MCI,DEF,4.8,2.22863,0.43857,0.97741,2.72608,0.43857,1.19557,3.14642,0.43857,1.37992,3.58772,0.43857,1.57346,0,0,0,3.04202,0.43857,1.33413,3.06299,0.43857,1.34333,2.99173,0.43857,1.31208,2.85766,0.43857,1.25328,4.23065,0.43857,1.85543
617,Højlund,MUN,FWD,7,3.10615,0.90772,2.81953,3.16367,0.90772,2.87174,3.12036,0.90772,2.83242,3.02787,0.90772,2.74847,0,0,0,3.50284,0.90772,3.17962,2.9125,0.90772,2.64375,2.75322,0.90772,2.49916,2.98626,0.90772,2.7107,6.56276,0.90772,5.95718
618,Kellyman,AVL,MID,4.5,1.23076,0.00013,0.00016,1.08715,0.00013,0.00014,1.24447,0.00013,0.00017,1.10644,0.00013,0.00015,1.29015,0.00013,0.00017,1.2372,0.00013,0.00016,1.15781,0.00013,0.00015,1.23052,0.00013,0.00016,1.18923,0.00013,0.00016,0,0,0
619,Greenwood,BOU,DEF,4,1.75514,0,3.0E-5,1.79434,0,3.0E-5,1.38431,0,2.0E-5,1.58289,0,2.0E-5,1.32984,0,2.0E-5,1.37836,0,2.0E-5,1.1438,0,2.0E-5,1.64196,0,3.0E-5,1.16596,0,2.0E-5,1.82329,0,3.0E-5
620,Olakigbe,BRE,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Hinshelwood,BHA,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Dodgson,BUR,DEF,4,2.00462,0,0.50982,1.67442,0,0.42584,1.56174,0,0.39719,1.56296,0,0.3975,1.4644,0,0.37243,1.83082,0,0.46562,1.47099,0,0.3741,2.12633,0,0.54077,1.4769,0,0.37561,0,0,0
623,Burstow,CHE,FWD,4.5,1.48245,0,0.89501,1.38403,0,0.8356,1.47206,0,0.88874,1.49018,0,0.89969,0,0,0,1.51368,0,0.91387,1.52133,0,0.91849,1.38499,0,0.83618,1.46501,0,0.88449,4.49019,0,2.71092
624,Dobbin,EVE,MID,4.5,1.04463,0.6121,0.63942,1.04073,0.6121,0.63703,1.18051,0.6121,0.72258,1.14026,0.6121,0.69795,1.21578,0.6121,0.74418,1.19928,0.6121,0.73408,1.19983,0.6121,0.73441,1.22631,0.6121,0.75062,1.09612,0.6121,0.67093,1.18885,0.6121,0.72769
625,"De Fougerolles",FUL,DEF,3.9,1.51434,0.00013,0.0002,1.51971,0.00013,0.0002,1.52763,0.00013,0.0002,1.17303,0.00013,0.00016,1.20048,0.00013,0.00016,1.93565,0.00013,0.00026,1.23019,0.00013,0.00016,0.80713,0.00013,0.00011,1.25294,0.00013,0.00017,0,0,0
626,Quansah,LIV,DEF,4,1.18873,0.47043,0.55921,2.04763,0.47043,0.96326,1.34447,0.47043,0.63248,2.09231,0.47043,0.98428,1.70703,0.47043,0.80303,1.42065,0.47043,0.66831,1.4477,0.47043,0.68103,1.33357,0.47043,0.62734,1.74321,0.47043,0.82005,1.54763,0.47043,0.72804
627,Clark,LIV,MID,4.4,1.1766,0.47157,0.55485,1.2704,0.47157,0.59908,1.19699,0.47157,0.56446,1.27208,0.47157,0.59987,1.23247,0.47157,0.58119,1.19935,0.47157,0.56558,1.21684,0.47157,0.57382,1.18998,0.47157,0.56116,1.24438,0.47157,0.58681,1.2279,0.47157,0.57904
628,Doak,LIV,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,McConnell,LIV,MID,4.4,0.99886,0.21861,0.21836,1.0743,0.21861,0.23485,1.0354,0.21861,0.22635,1.0863,0.21861,0.23748,1.05921,0.21861,0.23156,1.03657,0.21861,0.22661,1.04853,0.21861,0.22922,1.03016,0.21861,0.2252,1.06736,0.21861,0.23334,1.05609,0.21861,0.23087
630,Barkley,LUT,MID,5,2.74508,0.94049,2.58173,2.6223,0.94049,2.46625,3.28938,0.94049,3.09363,2.65448,0.94049,2.49652,3.20029,0.94049,3.00985,3.0525,0.94049,2.87086,3.35453,0.94049,3.15491,2.99451,0.94049,2.81631,3.37869,0.94049,3.17763,0,0,0
631,Brown,LUT,FWD,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Forson,MUN,MID,4.4,1.09646,0.44525,0.4882,1.10176,0.44525,0.49056,1.1805,0.44525,0.52562,1.17445,0.44525,0.52293,0,0,0,1.24892,0.44525,0.55608,1.16061,0.44525,0.51676,1.12032,0.44525,0.49882,1.13199,0.44525,0.50402,2.48096,0.44525,1.10465
633,Livramento,NEW,DEF,4.1,1.88007,0.6099,1.14665,2.44564,0.81001,1.98099,2.08798,0.87979,1.83698,1.80518,0.91128,1.64501,0,0,0,2.61991,0.91128,2.38746,2.33842,0.91128,2.13094,1.65342,0.91128,1.50672,1.8478,0.91128,1.68386,3.9509,0.91128,3.60036
634,A.Murphy,NEW,DEF,3.9,1.31304,0.00623,0.00818,1.73375,0.00623,0.01081,1.38275,0.00623,0.00862,1.11724,0.00623,0.00696,0,0,0,1.80758,0.00623,0.01127,1.565,0.00623,0.00975,0.97469,0.00623,0.00607,1.1422,0.00623,0.00712,2.50441,0.00623,0.01561
635,Miley,NEW,MID,4.5,1.93747,0.93559,1.81267,2.09303,0.93559,1.95821,2.03927,0.93559,1.90792,2.05627,0.93559,1.92382,0,0,0,2.20716,0.93559,2.06499,2.10213,0.93559,1.96672,2.07451,0.93559,1.94088,2.0988,0.93559,1.96361,4.09912,0.93559,3.83508
636,G.Shelvey,NFO,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Powell,NFO,DEF,3.9,1.93565,0.00013,0.00026,1.7722,0.00013,0.00024,0.95997,0.00013,0.00013,1.53154,0.00013,0.0002,1.31416,0.00013,0.00018,0.80713,0.00013,0.00011,1.51434,0.00013,0.0002,1.34293,0.00013,0.00018,1.68918,0.00013,0.00023,0,0,0
638,"Vini Souza",SHU,MID,5,2.12154,0.93645,1.98671,2.00602,0.93645,1.87853,2.18514,0.93645,2.04627,2.19896,0.93645,2.05921,2.31169,0.93645,2.16477,2.13735,0.93645,2.00151,2.28673,0.93645,2.1414,2.21845,0.93645,2.07746,2.20318,0.93645,2.06316,2.17668,0.93645,2.03835
639,"Van de Ven",TOT,DEF,4.4,2.91987,0.30982,0.90463,2.08084,0.63962,1.33096,2.59604,0.81691,2.12074,1.59989,0.86222,1.37946,0,0,0,1.97207,0.87594,1.72741,1.60878,0.87594,1.40919,3.25411,0.87594,2.85039,2.58851,0.87594,2.26737,3.5487,0.87594,3.10843
640,Scarlett,TOT,FWD,4.5,1.5634,0.15869,0.2481,1.35,0.15869,0.21424,1.55817,0.15869,0.24727,1.37945,0.15869,0.21891,0,0,0,1.21588,0.15869,0.19295,1.27503,0.15869,0.20234,1.50287,0.15869,0.2385,1.42895,0.15869,0.22676,2.61489,0.15869,0.41497
641,Veliz,TOT,FWD,5.4,2.05161,0,1.26891,1.8508,0,1.14471,2.08681,0,1.29069,1.79699,0,1.11143,0,0,0,1.64824,0,1.01943,1.63621,0,1.01199,1.5965,0,0.98743,1.95068,0,1.20649,3.57198,0,2.20926
642,Álvarez,WHU,MID,5,0,0,0,0,0,0,2.14509,0.86822,1.86241,2.37453,0.86822,2.06162,2.19108,0.86822,1.90235,2.26873,0.86822,1.96976,2.17801,0.86822,1.89099,2.31555,0.86822,2.01041,1.99914,0.86822,1.7357,0,0,0
643,Aarons,BOU,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Scott,BOU,MID,4.9,1.79914,0.8776,1.57894,1.83161,0.8776,1.60743,1.86826,0.8776,1.6396,1.91829,0.8776,1.68349,1.7975,0.8776,1.57749,1.84929,0.8776,1.62295,1.67702,0.8776,1.47175,1.93159,0.8776,1.69517,1.81688,0.8776,1.5945,1.84876,0.8776,1.62248
645,"Y. Chermiti",EVE,FWD,4.8,1.31891,0.54863,0.7236,1.42475,0.54863,0.78167,1.60467,0.54863,0.88038,1.49597,0.54863,0.82074,1.72494,0.54863,0.94636,1.44107,0.54863,0.79062,1.64661,0.54863,0.90339,1.56368,0.54863,0.85789,1.30397,0.54863,0.7154,1.49505,0.54863,0.82023
646,Hein,ARS,GK,4,2.42159,0.002,0.00484,2.8575,0.002,0.00572,2.98021,0.002,0.00596,2.81524,0.002,0.00563,2.90773,0.002,0.00582,2.83409,0.002,0.00567,2.82071,0.002,0.00564,3.0418,0.002,0.00608,3.26587,0.002,0.00653,3.04228,0.002,0.00609
647,Anang,WHU,GK,4,2.60383,0.002,0.00521,2.7001,0.002,0.0054,2.90773,0.002,0.00582,3.33117,0.002,0.00666,3.03169,0.002,0.00606,2.82616,0.002,0.00565,2.76822,0.002,0.00554,2.8575,0.002,0.00572,2.42159,0.002,0.00484,0,0,0
648,Francis-Clarke,LUT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Cannon,EVE,FWD,4.5,1.51254,0,0.59545,1.46797,0,0.5779,1.34086,0,0.52786,1.47381,0,0.5802,1.36369,0,0.53685,1.63938,0,0.64538,1.40097,0,0.55153,1.35434,0,0.53317,1.41623,0,0.55753,1.38418,0,0.54492
650,Onyango,EVE,MID,4.4,1.07532,0.0006,0.00064,1.03558,0.0006,0.00062,1.13411,0.0006,0.00068,1.05939,0.0006,0.00063,1.12,0.0006,0.00067,1.10413,0.0006,0.00066,1.10466,0.0006,0.00066,1.13014,0.0006,0.00067,1.00485,0.0006,0.0006,1.09409,0.0006,0.00065
651,Stansfield,FUL,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Dibley-Dias,FUL,MID,4.5,1.28344,0.00035,0.00044,1.22255,0.00035,0.00042,1.27316,0.00035,0.00044,1.18193,0.00035,0.00041,1.23052,0.00035,0.00043,1.2608,0.00035,0.00044,1.21464,0.00035,0.00042,1.13892,0.00035,0.00039,1.24521,0.00035,0.00043,0,0,0
653,Seriki,SHU,DEF,3.9,1.33457,0,0.00041,1.71197,0,0.00053,0.96234,0,0.0003,1.35214,0,0.00042,1.43582,0,0.00045,1.81373,0,0.00056,1.13269,0,0.00035,1.75536,0,0.00055,1.39566,0,0.00043,1.44282,0,0.00045
654,Marsh,SHU,FWD,4.5,1.38358,0,0.18842,1.70034,0,0.23156,1.42011,0,0.19339,1.46622,0,0.19967,1.41809,0,0.19312,1.54499,0,0.2104,1.39706,0,0.19026,1.72921,0,0.23549,1.57687,0,0.21474,1.46726,0,0.19982
655,Brooks,SHU,MID,4.4,1.46122,0.54007,0.78916,1.34669,0.54007,0.72731,1.4576,0.54007,0.78721,1.45383,0.54007,0.78518,1.52468,0.54007,0.82344,1.38897,0.54007,0.75015,1.50526,0.54007,0.81295,1.4521,0.54007,0.78424,1.44022,0.54007,0.77782,1.41959,0.54007,0.76668
656,Hackford,SHU,FWD,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Rak-Sakyi,CRY,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Gordon,CRY,FWD,4.5,1.55676,0,0.00133,1.56043,0,0.00134,1.5385,0,0.00132,1.41917,0,0.00122,1.42011,0,0.00122,1.58793,0,0.00136,1.6706,0,0.00143,1.56553,0,0.00134,1.47666,0,0.00127,1.53287,0,0.00131
659,Bergström,CHE,GK,3.9,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0,0,0.002,0
660,Odobert,BUR,MID,5,2.69979,0.93093,2.51333,2.80486,0.93093,2.61113,2.71085,0.93093,2.52362,2.69463,0.93093,2.50852,2.90321,0.93093,2.70269,2.63287,0.93093,2.45103,2.87631,0.93093,2.67765,2.60968,0.93093,2.42944,2.85903,0.93093,2.66156,0,0,0
661,Harrison,EVE,MID,5.5,2.92515,0.94089,2.75225,2.8665,0.94089,2.69706,3.41126,0.94089,3.20962,3.1215,0.94089,2.93699,3.44154,0.94089,3.23811,3.36775,0.94089,3.16868,3.37021,0.94089,3.171,3.48861,0.94089,3.2824,2.90639,0.94089,2.73459,3.32112,0.94089,3.12481
662,Adama,FUL,MID,4.9,1.63287,0.72209,1.17908,1.54867,0.72209,1.11828,1.63049,0.72209,1.17736,1.49114,0.72209,1.07673,1.57093,0.72209,1.13435,1.62066,0.72209,1.17026,1.54485,0.72209,1.11552,1.42051,0.72209,1.02573,1.59505,0.72209,1.15177,0,0,0
663,Hamer,SHU,MID,4.9,2.73514,0.93905,2.56844,2.3922,0.93905,2.2464,2.66517,0.93905,2.50273,2.61806,0.93905,2.4585,2.78358,0.93905,2.61393,2.43523,0.93905,2.28681,2.73372,0.93905,2.56711,2.59728,0.93905,2.43898,2.56677,0.93905,2.41033,2.51383,0.93905,2.36062
664,Ward-Prowse,WHU,MID,5.9,3.54015,0.94123,3.3321,3.96724,0.94123,3.7341,4.0589,0.94123,3.82036,4.66596,0.94123,4.39175,4.07193,0.94123,3.83263,4.29844,0.94123,4.04583,4.03377,0.94123,3.79672,4.43503,0.94123,4.1744,3.51196,0.94123,3.30557,0,0,0
665,Krul,LUT,GK,4.4,3.08652,0.06,0.18519,3.02599,0.06,0.18156,3.07025,0.06,0.18422,2.58494,0.06,0.1551,2.9945,0.06,0.17967,3.17606,0.06,0.19056,3.61154,0.06,0.21669,2.92803,0.06,0.17568,3.69094,0.06,0.22146,0,0,0
666,T.Davies,SHU,MID,5,1.15613,0.92391,1.06816,1.04972,0.92391,0.96985,1.19333,0.92391,1.10254,1.19091,0.92391,1.1003,1.27228,0.92391,1.17548,1.1229,0.92391,1.03746,1.2509,0.92391,1.15572,1.19239,0.92391,1.10167,1.17931,0.92391,1.08958,1.15661,0.92391,1.0686
667,Lavia,CHE,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Endo,LIV,MID,5.4,1.73692,0.87379,1.5177,1.9643,0.87379,1.71638,1.83574,0.87379,1.60405,2.02919,0.87379,1.77308,1.97124,0.87379,1.72245,1.90561,0.87379,1.6651,1.94027,0.87379,1.69539,1.88703,0.87379,1.64887,1.99484,0.87379,1.74307,1.96219,0.87379,1.71454
669,Vítek,MUN,GK,4,3.14527,0,0.00629,2.95945,0,0.00592,2.86436,0,0.00573,2.9212,0,0.00584,0,0,0,3.11795,0,0.00624,2.92603,0,0.00585,3.06752,0,0.00614,3.09694,0,0.00619,5.99881,0,0.012
670,Marschall,AVL,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Humphreys,CHE,DEF,4,1.80247,0,0.00561,1.37447,0,0.00428,2.1239,0,0.00661,1.65963,0,0.00517,0,0,0,1.56467,0,0.00487,2.048,0,0.00638,1.47393,0,0.00459,1.50058,0,0.00467,5.90342,0,0.01838
672,Zaniolo,AVL,MID,5.4,1.66774,0.79975,1.33377,1.43646,0.79975,1.1488,1.83485,0.79975,1.46741,1.55835,0.79975,1.24628,1.97286,0.79975,1.57779,1.85709,0.79975,1.48521,1.68353,0.79975,1.3464,1.84249,0.79975,1.47353,1.75221,0.79975,1.40133,0,0,0
673,Adams,BOU,MID,4.9,1.26339,0.76533,0.96691,1.2535,0.76533,0.95934,1.25872,0.76533,0.96334,1.28577,0.76533,0.98404,1.22647,0.76533,0.93866,1.25483,0.76533,0.96036,1.16049,0.76533,0.88816,1.2999,0.76533,0.99485,1.23708,0.76533,0.94678,1.25454,0.76533,0.96014
674,Delcroix,BUR,DEF,4,1.08365,0.40909,0.44331,1.42857,0.40909,0.58442,1.30777,0.40909,0.535,1.15589,0.40909,0.47287,1.45492,0.40909,0.5952,1.20226,0.40909,0.49184,1.46345,0.40909,0.59869,1.09918,0.40909,0.44967,1.46941,0.40909,0.60113,0,0,0
675,A.Ramsey,BUR,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Mavropanos,WHU,DEF,4.5,1.37721,0.80702,1.11144,1.86639,0.80702,1.50622,2.12422,0.80702,1.71429,2.50435,0.80702,2.02107,2.29837,0.80702,1.85484,1.92375,0.80702,1.55251,1.74808,0.80702,1.41074,2.54511,0.80702,2.05396,1.42174,0.80702,1.14738,0,0,0
677,Deivid,CHE,FWD,4.5,1.54381,0.00401,0.00619,1.4216,0.00401,0.0057,1.45718,0.00401,0.00584,1.45949,0.00401,0.00585,0,0,0,1.33845,0.00401,0.00537,1.40753,0.00401,0.00564,1.33003,0.00401,0.00533,1.32272,0.00401,0.0053,3.89571,0.00401,0.01562
678,Doku,MCI,MID,6.4,2.64369,0.91294,2.41353,2.87912,0.91294,2.62846,3.00944,0.91294,2.74743,3.31361,0.91294,3.02512,0,0,0,3.19378,0.91294,2.91572,3.2277,0.91294,2.94668,3.17432,0.91294,2.89795,3.28118,0.91294,2.99551,5.90785,0.91294,5.3935
679,G.Montiel,NFO,DEF,4.4,2.90715,0.02588,0.07525,2.66272,0.1003,0.26706,1.44809,0.20707,0.29985,2.30283,0.27501,0.6333,1.97775,0.30736,0.60789,1.21954,0.32354,0.39457,2.27711,0.32354,0.73674,2.02078,0.32354,0.6538,2.53857,0.32354,0.82133,0,0,0
680,Beach,CHE,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,"Diego Moreira",CHE,MID,4.5,1.48417,0.01329,0.01972,1.44496,0.01329,0.0192,1.48112,0.01329,0.01968,1.49,0.01329,0.0198,0,0,0,1.35573,0.01329,0.01801,1.4365,0.01329,0.01909,1.41276,0.01329,0.01877,1.48866,0.01329,0.01978,4.01089,0.01329,0.0533
682,Johnson,LUT,DEF,4,0.95997,0.00015,0.00014,0.81676,0.0003,0.00024,1.45574,0.0004,0.00058,0.69374,0.00044,0.00031,1.57034,0.00047,0.00074,1.41313,0.00047,0.00066,1.87238,0.00047,0.00088,1.17303,0.00047,0.00055,1.7722,0.00047,0.00083,0,0,0
683,Harris,FUL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Brierley,BRE,MID,4.5,1.25123,0.00022,0.00027,1.19985,0.00022,0.00026,1.17176,0.00022,0.00026,1.28063,0.00022,0.00028,1.24521,0.00022,0.00027,1.21289,0.00022,0.00026,1.29869,0.00022,0.00028,1.20442,0.00022,0.00026,1.27316,0.00022,0.00028,0,0,0
685,Gore,MUN,MID,4.5,1.22714,0,0.16521,1.20404,0,0.1621,1.16384,0,0.15668,1.19028,0,0.16024,0,0,0,1.20552,0,0.16229,1.24897,0,0.16814,1.23519,0,0.16629,1.17622,0,0.15835,2.36311,0,0.31814
686,Zych,AVL,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,Petrović,CHE,GK,4.5,3.48635,0.7,2.44045,3.43338,0.7,2.40337,3.41327,0.7,2.38929,3.71431,0.7,2.60002,0,0,0,2.99122,0.7,2.09385,3.53432,0.7,2.47403,3.29248,0.7,2.30474,3.17981,0.7,2.22587,9.54242,0.7,6.67969
688,Castagne,FUL,DEF,4.5,2.68595,0.94123,2.5281,2.75422,0.94123,2.59236,2.80999,0.94123,2.64485,2.38094,0.94123,2.24102,2.42731,0.94123,2.28466,3.36782,0.94123,3.1699,2.46532,0.94123,2.32043,1.92409,0.94123,1.81102,2.49442,0.94123,2.34783,0,0,0
689,Kudus,WHU,MID,6.9,2.75441,0.92868,2.55797,2.96901,0.92868,2.75726,2.99009,0.92868,2.77684,3.38503,0.92868,3.14362,3.00738,0.92868,2.7929,3.15671,0.92868,2.93158,2.98223,0.92868,2.76954,3.24675,0.92868,3.0152,2.63823,0.92868,2.45008,0,0,0
690,Baleba,BHA,MID,4.5,1.27687,0.67202,0.85808,1.38662,0.67202,0.93183,1.33612,0.67202,0.89789,1.44705,0.67202,0.97244,0,0,0,1.44613,0.67202,0.97182,1.41215,0.67202,0.94898,1.383,0.67202,0.9294,1.49962,0.67202,1.00777,2.85487,0.67202,1.91852
691,Beto,EVE,FWD,5.7,2.17181,0.91599,1.98935,2.32058,0.91599,2.12562,2.56948,0.91599,2.35362,2.33217,0.91599,2.13624,2.69533,0.91599,2.46889,2.23362,0.91599,2.04597,2.56793,0.91599,2.3522,2.43304,0.91599,2.22864,2.01062,0.91599,1.8417,2.3214,0.91599,2.12638
