chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
100.0,100.0,82738,0,0,-4,4,0,3,0.0,0.5,1,Luke,1.0,317,False,,2023-11-04T03:00:08.936884Z,46,82738.jpg,1.0,Berry,0.0,False,,a,12,102,4,1384,16,6425,10,0.2,0.9,Berry,38,0,0,0,1,0,0,0,0,0,0,0,9,0.2,0.3,2.0,0.3,0,0.00,0.00,0.00,1.22,506,231,471,232,442,221,499,227,,,,,,,0.0,0.0,0.0,0.0,2.89,2.37,332,218,224,104,462,213,579,214,0.0,0.0
100.0,100.0,156658,0,0,0,0,0,2,2.0,2.5,6,Reece,3.0,318,False,,2023-10-22T23:30:07.909991Z,40,156658.jpg,2.1,Burke,0.1,False,,a,12,102,19,25511,260,23325,47,0.8,4.8,Burke,685,0,1,1,12,0,0,0,1,0,0,0,104,146.2,74.1,53.0,27.3,8,0.39,0.19,0.58,13.21,273,108,262,79,273,81,298,104,,,,,,,0.05,0.0,0.02,0.07,1.74,1.58,667,173,84,28,272,89,434,168,1.05,0.13
0.0,0.0,193195,0,0,-1,1,0,3,0.0,0.0,0,Allan,0.0,319,False,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,49,193195.jpg,0.0,Campbell,0.0,False,,u,12,102,0,182,0,3884,2,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,763,324,759,322,756,321,764,324,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,235,153,706,288,764,324,661,260,0.0,0.0
100.0,100.0,96784,0,0,-2,2,0,3,1.0,1.5,2,Jordan,2.0,320,False,,2023-12-27T00:00:10.569232Z,48,96784.jpg,1.1,Clark,0.0,False,,a,12,102,8,785,24,1679,5,0.4,1.7,Clark,219,0,0,1,4,0,0,0,2,0,0,0,21,31.6,29.3,40.0,10.1,2,0.33,0.14,0.47,4.83,421,189,360,185,299,157,402,184,,,,,,,0.14,0.0,0.06,0.2,1.98,1.64,276,179,142,62,411,189,715,290,0.82,0.41
100.0,100.0,244262,0,0,0,0,2,2,4.5,5.0,6,Alfie,5.5,321,False,,2023-12-02T19:00:09.058622Z,45,244262.jpg,3.5,Doughty,4.5,False,,a,12,102,69,546850,12008,101790,2860,1.2,15.3,Doughty,1495,1,6,2,29,0,0,0,2,0,0,10,319,365.6,583.9,146.0,109.5,17,0.56,2.79,3.35,32.41,82,29,14,4,144,20,42,4,1.0,,2.0,,,,0.03,0.0,0.17,0.2,1.95,1.75,398,77,30,8,99,21,79,27,1.02,0.12
0.0,0.0,49083,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,322,False,Released,2023-08-25T08:38:56.197815Z,49,49083.jpg,0.0,Freeman,0.0,False,,u,12,102,0,59,0,1927,0,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,758,319,753,317,750,316,759,319,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,218,140,698,281,759,319,698,278,0.0,0.0
0.0,0.0,113534,0,0,0,0,0,1,0.0,0.0,0,Matt,0.0,323,False,Released from contract,2023-09-03T20:04:04.658822Z,40,113534.jpg,0.0,Macey,0.2,False,,u,12,102,0,1324,0,43799,45,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,545,61,529,44,496,34,549,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,662,41,381,52,555,60,323,47,0.0,0.0
0.0,0.0,422303,0,0,0,0,0,4,0.0,0.0,0,John,0.0,324,False,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,45,422303.jpg,0.0,McAtee,0.4,False,,u,12,102,0,7174,0,236790,166,0.0,0.0,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,687,72,681,73,667,73,691,75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,403,70,596,54,693,76,242,42,0.0,0.0
0.0,0.0,453537,0,0,0,0,0,3,0.0,0.0,0,Carlos,0.0,325,False,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,45,453537.jpg,0.0,Mendes Gomes,0.0,False,,u,12,102,0,0,0,1473,0,0.0,0.0,Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,695,275,689,274,677,269,699,276,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,418,242,607,220,701,278,708,284,0.0,0.0
,,156700,0,0,-5,5,2,4,5.0,5.5,5,Carlton,6.0,326,False,,,50,156700.jpg,3.6,Morris,1.9,False,,a,12,102,75,1132378,3411,1093940,2637,1.2,15.0,Morris,1345,4,5,3,25,0,0,0,1,0,0,9,200,242.8,135.6,437.0,81.4,15,5.12,0.65,5.77,29.91,183,22,171,26,34,15,84,17,,,,,1.0,,0.34,0.0,0.04,0.38,2.0,1.67,184,45,25,7,92,18,140,21,1.0,0.2
0.0,0.0,174595,0,0,0,0,0,4,0.0,0.0,0,Admiral,0.0,327,False,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,45,174595.jpg,0.0,Muskwe,0.1,False,,u,12,102,0,1383,0,18781,15,0.0,0.0,Muskwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,673,67,666,68,650,68,677,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,372,65,574,49,680,71,491,70,0.0,0.0
100.0,100.0,229164,0,0,-1,1,0,4,4.0,4.5,8,Chiedozie,5.0,328,False,,2023-11-21T13:00:10.159797Z,49,229164.jpg,2.3,Ogbene,0.1,False,,a,12,102,46,21524,377,26873,121,1.0,9.4,Ogbene,1188,2,1,2,20,0,0,0,0,0,0,4,215,244.0,265.7,288.0,79.9,12,2.44,2.68,5.12,26.39,180,21,78,7,68,27,92,19,,,,,,,0.18,0.0,0.2,0.38,2.0,1.52,249,53,38,10,253,38,376,57,0.91,0.15
0.0,0.0,168035,0,0,0,0,0,3,0.0,0.0,0,Fred,0.0,329,False,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,50,168035.jpg,0.0,Onyedinma,0.0,False,,u,12,102,0,0,0,203,0,0.0,0.0,Onyedinma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,775,333,772,332,770,332,775,333,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,187,113,729,304,775,333,771,329,0.0,0.0
100.0,100.0,199056,0,0,-1,1,0,2,3.5,4.0,7,Gabriel,4.5,330,False,,2023-08-04T11:00:04.319102Z,44,199056.jpg,2.6,Osho,0.0,False,,a,12,102,29,6664,315,5432,77,1.0,6.6,Osho,956,1,0,2,18,0,0,0,1,0,0,1,177,246.8,5.3,27.0,27.9,11,0.16,0.03,0.19,22.36,178,64,424,155,339,114,296,103,,,,,,,0.02,0.0,0.0,0.02,2.11,1.69,520,102,45,12,205,61,550,204,1.04,0.19
0.0,0.0,490180,0,0,0,0,0,4,0.0,0.0,0,Aribim,0.0,331,False,Season long loan to Bromley,2023-08-21T08:33:51.407917Z,45,490180.jpg,0.0,Pepple,0.1,False,,u,12,102,0,838,0,17553,18,0.0,0.0,Pepple,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,710,79,704,80,695,80,714,82,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,439,78,622,61,714,82,501,71,0.0,0.0
0.0,0.0,243532,0,0,-1,1,0,3,0.0,0.0,0,Dion,0.0,332,False,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,44,243532.jpg,0.0,Pereira,0.0,False,,u,12,102,0,1744,0,17624,7,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,652,248,641,249,617,239,655,249,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,544,308,535,184,663,256,526,186,0.0,0.0
100.0,100.0,108411,0,0,-1,1,0,2,-1.0,-0.5,0,Dan,0.0,333,False,,2023-08-06T23:30:05.828555Z,39,108411.jpg,0.0,Potts,0.1,False,,a,12,102,0,9395,114,11432,40,0.0,0.0,Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,515,182,495,180,459,165,518,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,759,238,344,115,525,179,459,178,0.0,0.0
0.0,0.0,165152,0,0,-1,1,0,3,0.0,0.0,0,Glen,0.0,334,False,Released from contract,2023-09-03T20:07:55.555731Z,44,165152.jpg,0.0,Rea,0.0,False,,u,12,102,0,883,0,5334,3,0.0,0.0,Rea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,641,243,628,244,604,234,644,244,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,509,300,514,178,651,251,620,236,0.0,0.0
,,77818,0,0,-2,2,0,1,-1.0,-0.5,0,James,0.0,335,False,,,43,77818.jpg,0.0,Shea,0.1,False,,a,12,102,0,2827,19,12844,23,0.0,0.0,Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,622,85,609,70,585,62,626,85,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,587,29,479,76,633,84,397,57,0.0,0.0
0.0,0.0,242500,0,0,0,0,0,4,0.0,0.0,0,Joe,0.0,336,False,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,45,242500.jpg,0.0,Taylor,0.1,False,,u,12,102,0,0,0,25348,13,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,681,71,675,72,661,72,685,74,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,396,69,590,53,688,75,470,65,0.0,0.0
0.0,0.0,232477,0,0,0,0,0,3,0.0,0.0,0,Elliot,0.0,337,False,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,45,232477.jpg,0.0,Thorpe,0.0,False,,u,12,102,0,14,0,611,0,0.0,0.0,Thorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,679,265,673,264,659,259,683,266,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,392,230,588,208,686,269,739,306,0.0,0.0
0.0,0.0,207722,0,0,0,0,0,1,0.0,0.0,0,Jack,0.0,338,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,207722.jpg,0.0,Walton,0.0,False,,u,12,102,0,0,0,829,1,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,557,64,541,47,508,37,561,64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,675,44,393,55,567,63,701,81,0.0,0.0
0.0,0.0,223333,0,0,-1,1,0,3,0.0,0.0,0,Louie,0.0,339,False,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,44,223333.jpg,0.0,Watson,0.1,False,,u,12,102,0,3951,0,29145,27,0.0,0.0,Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,647,244,636,245,612,235,650,245,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,534,303,527,180,658,252,396,127,0.0,0.0
100.0,100.0,91046,0,0,-2,2,0,4,-0.5,0.0,1,Cauley,0.5,340,False,,2023-11-10T17:30:09.674003Z,43,91046.jpg,1.0,Woodrow,0.6,False,,a,12,102,9,128057,376,150865,506,0.1,2.1,Woodrow,82,0,0,0,2,0,0,0,0,0,0,0,33,26.2,50.2,34.0,10.9,0,0.64,0.44,1.08,1.60,427,49,314,44,317,50,398,51,,,,,3.0,,0.7,0.0,0.48,1.18,1.76,2.2,590,100,259,36,428,53,228,39,0.0,0.0
75.0,100.0,244856,0,0,0,0,1,2,0.0,0.5,0,Teden,1.0,393,False,Knock - 75% chance of playing,2024-01-31T02:30:09.664216Z,40,244856.jpg,1.9,Mengi,1.9,False,,d,12,102,28,307910,132,139779,4052,0.2,7.0,Mengi,1220,1,0,1,24,0,0,0,2,0,0,1,161,276.0,21.1,60.0,35.8,13,0.32,0.46,0.78,26.43,144,53,380,134,256,70,246,74,,,,,,,0.02,0.0,0.03,0.05,1.95,1.77,690,191,198,56,303,105,137,59,0.96,0.07
0.0,,232351,0,0,-3,3,0,2,0.0,-0.5,0,Ryan,0.0,553,False,Joined Hull City on loan until the end of the season,2024-01-31T09:01:37.686625Z,42,232351.jpg,1.0,Giles,0.1,False,,u,12,102,11,9853,9,18749,149,0.0,2.6,Giles,498,0,0,0,14,0,0,0,0,0,0,0,81,83.2,108.7,38.0,23.1,5,0.12,0.56,0.68,14.04,340,130,203,47,306,94,323,116,2.0,,,,,,0.02,0.0,0.1,0.12,2.54,2.53,643,161,472,196,425,150,428,165,0.9,0.0
0.0,0.0,108796,0,0,-3,3,0,2,0.0,0.0,0,Tom,0.0,575,False,Illness - Unknown return date,2023-12-28T19:00:10.993513Z,42,108796.jpg,1.6,Lockyer,0.1,False,,i,12,102,23,31836,7,39383,140,0.0,5.5,Lockyer,1169,1,1,0,23,1,0,0,4,0,0,1,162,286.2,39.2,80.0,40.6,14,0.99,0.29,1.28,27.64,135,48,340,116,213,51,221,67,,,,,,,0.08,0.0,0.02,0.1,2.13,1.77,638,157,467,192,355,123,387,150,1.08,0.0
,,104047,0,0,-3,3,0,3,-0.5,0.0,1,Pelly Ruddock,0.5,582,False,,,47,104047.jpg,1.5,Mpanzu,0.0,False,,a,12,102,25,3845,17,7230,18,0.1,5.3,Mpanzu,746,0,0,1,14,0,0,0,0,0,0,0,72,71.2,69.0,41.0,18.1,8,0.46,1.36,1.82,18.39,361,159,272,150,297,156,352,157,,,,,,,0.06,0.0,0.16,0.22,2.22,1.69,309,201,291,130,372,163,566,209,0.97,0.12
,,222677,0,0,-3,3,0,3,0.0,0.5,1,Tahith,1.0,586,False,,,47,222677.jpg,1.5,Chong,0.1,False,,a,12,102,25,12150,44,18842,51,0.2,5.3,Chong,769,1,0,0,18,0,0,0,3,0,0,0,64,106.6,78.2,110.0,29.1,6,1.00,0.49,1.49,19.84,313,131,256,146,177,104,287,134,,,,,,,0.12,0.0,0.06,0.18,2.32,2.11,320,210,232,109,373,164,461,153,0.7,0.0
75.0,0.0,476369,0,0,0,0,0,2,-0.8,0.0,0,Issa,0.0,602,False,International Duty - 75% chance of playing,2023-12-30T22:30:10.464412Z,40,476369.jpg,1.7,Kaboré,3.2,False,,d,12,102,25,565731,105,819782,2743,0.0,6.2,Kaboré,1047,0,2,0,23,0,0,0,4,0,0,3,137,180.6,158.7,50.0,38.8,13,0.22,1.20,1.42,23.85,245,94,146,30,277,83,228,70,,,,,,,0.02,0.0,0.1,0.12,2.05,1.98,717,209,431,163,341,119,107,42,1.12,0.0
,,54738,0,0,0,0,0,1,4.5,5.0,6,Thomas,5.5,614,False,,,45,54738.jpg,2.6,Kaminski,0.4,False,,a,12,102,54,65986,549,52834,388,1.2,12.0,Kaminski,1890,0,0,2,38,0,0,0,3,0,80,2,357,618.8,0.0,0.0,61.8,21,0.00,0.02,0.02,42.10,7,4,657,78,639,70,140,4,,,,,,,0.0,3.81,0.0,0.0,2.0,1.81,350,13,29,4,206,23,260,34,1.0,0.1
100.0,100.0,88894,0,0,-1,1,0,3,3.0,3.5,6,Ross,4.0,630,False,,2023-09-16T23:30:07.302434Z,49,88894.jpg,3.1,Barkley,0.3,False,,a,12,102,49,54839,1907,41843,758,0.8,10.0,Barkley,1244,2,3,2,26,0,0,0,3,0,0,1,238,323.4,314.3,178.0,81.3,14,1.84,1.36,3.20,27.36,111,44,60,48,124,79,85,57,3.0,,1.0,,,,0.13,0.0,0.1,0.23,1.98,1.88,221,143,57,19,142,65,273,88,1.01,0.14
50.0,0.0,242453,0,0,-1,1,0,4,-0.5,0.0,0,Jacob,0.0,631,False,Knee injury - 50% chance of playing,2024-01-29T16:00:10.274126Z,49,242453.jpg,2.1,Brown,0.1,False,,d,12,102,38,32686,16,33137,270,0.0,7.8,Brown,1002,2,1,1,26,0,0,0,4,0,0,3,114,159.4,115.9,242.0,50.9,12,2.76,0.44,3.20,27.56,258,31,191,30,79,29,179,32,,,,,,,0.25,0.0,0.04,0.29,2.48,2.34,253,55,714,81,281,40,372,55,1.08,0.09
0.0,0.0,552030,0,0,0,0,0,2,0.0,0.0,0,Aidan,0.0,648,False,Season long loan to Dagenham and Redbridge,2023-09-11T14:13:13.987409Z,40,552030.jpg,0.0,Francis-Clarke,0.0,False,,u,12,102,0,713,0,1406,1,0.0,0.0,Francis-Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,613,239,598,238,567,228,617,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,743,230,455,182,623,236,641,229,0.0,0.0
,,20480,0,0,-1,1,0,1,-1.0,-0.5,0,Tim,0.0,665,False,,,44,20480.jpg,0.0,Krul,0.0,False,,a,12,102,0,3528,31,3618,18,0.0,0.0,Krul,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,635,88,622,73,598,65,638,88,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,493,24,505,79,645,87,535,72,0.0,0.0
,,611011,0,0,0,0,0,2,-1.0,-0.5,0,Joseph,0.0,682,False,,,40,611011.jpg,0.0,Johnson,0.0,False,,a,12,102,0,4627,39,3555,33,0.0,0.0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,618,242,603,241,572,231,622,242,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,748,233,460,185,628,239,531,198,0.0,0.0
,,60252,0,0,0,0,1,3,0.5,1.0,1,Andros,1.5,727,False,,,50,60252.jpg,3.2,Townsend,0.2,False,,a,12,102,42,44182,183,28270,789,0.3,8.4,Townsend,702,1,3,3,14,0,0,0,0,0,0,3,143,140.8,165.4,93.0,39.8,9,1.16,1.44,2.60,14.11,280,113,135,90,196,111,226,111,4.0,,,,,,0.15,0.0,0.18,0.33,1.81,1.79,172,105,181,88,131,60,349,108,1.15,0.38
0.0,0.0,608060,0,0,0,0,0,3,0.0,0.0,0,Jayden,0.0,729,False,On loan to Woking until the end of the season,2024-01-25T09:08:33.131050Z,45,608060.jpg,0.0,Luker,0.0,False,,u,12,102,0,770,0,618,8,0.0,0.0,Luker,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,747,313,744,312,738,311,751,314,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,490,293,666,262,750,314,741,307,0.0,0.0
,,589114,0,0,0,0,0,3,-1.0,-0.5,0,Zack,0.0,734,False,,,45,589114.jpg,0.0,Nelson,0.0,False,,a,12,102,0,923,14,666,4,0.0,0.0,Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,743,309,740,308,734,307,747,310,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,486,289,662,258,746,310,728,296,0.0,0.0
,,209293,0,0,0,0,0,2,0.3,0.8,0,Daiki,0.0,798,False,,,40,209293.jpg,0.0,Hashioka,0.0,False,,a,12,102,0,13,13,0,0,0.0,0.0,Hashioka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,559,203,543,201,510,189,563,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,677,182,395,140,569,200,796,258,0.0,0.0
100.0,100.0,211975,0,0,-1,1,0,2,1.0,1.0,0,Manuel,0.0,341,False,,2024-01-07T21:30:10.406147Z,49,211975.jpg,3.3,Akanji,4.2,False,,a,13,43,49,1085353,468,1225203,4456,0.0,10.0,Akanji,1261,2,0,4,16,0,0,0,2,1,0,1,259,295.4,125.7,73.0,49.5,14,0.62,0.77,1.39,13.44,127,46,180,39,229,59,187,51,,,,,,,0.04,0.0,0.05,0.09,0.96,1.14,242,27,710,252,122,28,85,29,1.0,0.29
100.0,100.0,126184,0,0,0,0,0,2,2.5,2.5,2,Nathan,1.5,342,False,,2023-11-13T01:00:09.634159Z,50,126184.jpg,3.4,Aké,6.2,False,,a,13,43,57,926859,4703,852138,5726,0.3,11.4,Aké,1185,2,2,2,15,0,0,0,0,0,0,4,283,270.6,105.9,170.0,54.7,13,1.58,0.69,2.27,11.63,150,57,210,52,129,13,161,40,,,,,,,0.12,0.0,0.05,0.17,0.88,1.14,179,22,182,53,111,24,58,17,0.99,0.15
,,461358,-1,1,4,-4,3,4,8.5,8.5,13,Julián,7.5,343,True,,,69,461358.jpg,5.3,Álvarez,34.3,False,,a,13,43,112,6489303,38471,3706317,67495,1.1,16.2,J.Alvarez,1765,8,8,8,18,0,0,0,2,0,0,17,474,514.6,712.2,584.0,181.1,21,8.24,4.83,13.07,16.61,24,4,7,1,14,9,4,2,2.0,,2.0,,3.0,,0.42,0.0,0.25,0.67,0.85,0.92,34,13,13,3,17,4,9,3,1.07,0.41
100.0,100.0,165809,0,0,0,0,3,3,5.0,5.0,0,Bernardo,4.0,344,False,,2023-09-20T09:00:09.855543Z,65,165809.jpg,5.2,Veiga de Carvalho e Silva,5.5,False,,a,13,43,89,904987,4018,835328,26395,0.6,13.7,Bernardo,1426,6,4,3,20,0,0,0,4,0,0,15,379,495.4,509.3,336.0,134.2,16,2.11,4.47,6.58,15.64,32,10,18,13,50,29,23,13,3.0,,,,,,0.13,0.0,0.28,0.41,0.99,1.26,49,29,66,22,18,12,68,24,1.01,0.19
,,477555,0,0,-1,1,0,3,5.0,5.0,0,Oscar,4.0,345,False,,,44,477555.jpg,2.9,Bobb,0.1,False,,a,13,43,20,14201,380,10580,265,0.9,4.5,Bobb,115,1,2,0,2,0,0,0,0,0,0,2,68,72.2,57.1,64.0,19.3,0,1.01,0.70,1.71,1.26,356,156,298,162,244,130,343,152,,,,,,,0.79,0.0,0.55,1.34,0.99,1.57,559,316,55,18,163,72,444,146,0.0,0.0
0.0,0.0,121145,0,0,-2,2,0,2,0.0,0.0,0,João,0.0,346,False,Season-long loan to Barcelona,2023-09-01T21:47:31.722632Z,58,121145.jpg,0.0,Cancelo,1.0,False,,u,13,43,0,23685,0,273852,58,0.0,0.0,Cancelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,793,258,793,258,793,258,793,258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,73,6,775,256,793,258,182,70,0.0,0.0
,,17601,0,0,-1,1,0,1,1.0,1.0,0,Scott,0.0,347,False,,,39,17601.jpg,0.0,Carson,0.1,False,,a,13,43,0,6263,9,7862,47,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,510,38,489,16,452,6,513,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,751,66,336,25,520,37,458,65,0.0,0.0
0.0,0.0,463210,0,0,0,0,0,3,0.0,0.0,0,Shea,0.0,348,False,Permanent Transfer to Southampton,2023-07-11T09:00:10.230763Z,45,463210.jpg,0.0,Charles,0.0,False,,u,13,43,0,0,0,36,0,0.0,0.0,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,701,279,695,277,684,273,705,280,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,426,247,612,223,705,281,791,343,0.0,0.0
100.0,100.0,61366,1,-1,2,-2,1,3,10.5,10.5,7,Kevin,9.5,349,False,,2023-08-12T08:00:06.610027Z,107,61366.jpg,6.7,De Bruyne,26.7,False,,a,13,43,20,2771140,112221,1407509,3726,0.9,1.9,De Bruyne,113,1,2,1,0,0,0,0,0,0,0,4,64,79.4,85.5,24.0,18.9,2,0.27,0.66,0.93,0.70,346,150,238,139,358,181,346,154,1.0,,1.0,,4.0,,0.22,0.0,0.53,0.75,0.56,0.0,4,2,6,2,8,5,13,5,1.59,0.8
100.0,100.0,171314,0,0,0,0,0,2,1.5,1.5,0,Rúben,0.5,350,False,,2023-12-28T09:30:09.403983Z,55,171314.jpg,2.2,Gato Alves Dias,6.5,False,,a,13,43,37,636457,1449,793831,5287,0.1,6.7,Rúben,1387,0,0,3,20,1,0,0,0,0,0,1,251,311.4,106.0,110.0,52.9,15,0.73,0.97,1.70,15.88,120,45,209,51,178,34,174,45,,,,,,,0.05,0.0,0.06,0.11,1.03,1.3,104,10,318,107,268,87,53,16,0.97,0.19
100.0,100.0,121160,0,0,0,0,0,1,2.0,2.0,1,Ederson,1.0,352,False,,2024-01-13T22:30:10.940316Z,55,121160.jpg,2.8,Santana de Moraes,15.2,False,,a,13,43,56,1288440,3628,1497094,9173,0.2,10.2,Ederson M.,1717,0,0,5,21,0,0,0,4,0,34,0,321,333.2,10.0,0.0,34.2,20,0.00,0.02,0.02,18.45,101,16,420,7,787,90,252,16,,,,,,,0.0,1.78,0.0,0.0,0.97,1.1,101,2,243,20,185,21,27,3,1.05,0.26
,,209244,0,0,5,-5,1,3,5.0,5.0,6,Phil,4.0,353,False,,,80,209244.jpg,5.0,Foden,27.9,False,,a,13,43,104,4204278,12317,2272005,54728,0.5,13.0,Foden,1680,5,7,7,20,0,0,0,1,0,0,12,408,485.0,652.9,549.0,169.0,19,4.68,3.89,8.57,18.09,35,12,8,5,17,8,7,5,3.0,,,,,,0.25,0.0,0.21,0.46,0.97,1.07,16,10,69,24,25,16,11,3,1.02,0.38
100.0,100.0,114283,0,0,-3,3,0,3,1.5,1.5,1,Jack,0.5,354,False,,2024-01-12T14:30:10.628692Z,72,114283.jpg,3.1,Grealish,1.8,False,,a,13,43,40,168622,194,556940,1837,0.1,5.6,Grealish,697,3,1,2,10,0,0,0,5,0,0,6,165,214.4,267.7,222.0,70.5,7,1.93,2.01,3.94,8.77,209,85,77,58,93,59,110,69,,,,,,,0.25,0.0,0.26,0.51,1.13,1.29,26,15,328,158,149,69,144,43,0.9,0.26
