ID,Name,Team,Pos,Price,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
406,"Bruno G.",NEW,MID,5.8,3.68418,0.94079,3.46604,3.88211,0.94079,3.65226,4.16152,0.94079,3.91511,3.57379,0.94079,3.36218,4.01687,0.94079,3.77903,3.68717,0.94079,3.46886,3.74245,0.94079,3.52086,4.00594,0.94079,3.76875,4.1108,0.94079,3.8674,3.85409,0.94079,3.62589,3.88091,0.94079,3.65112,3.8344,0.94079,3.60737,4.0633,0.94079,3.82271,3.85074,0.94079,3.62273,3.90321,0.94079,3.6721,3.90495,0.94079,3.67374,0,0,0
407,Burn,NEW,DEF,4.4,3.71572,0.92971,3.45453,3.60269,0.92971,3.34945,3.58659,0.92971,3.33448,2.59973,0.92971,2.41699,3.60692,0.92971,3.35337,2.65733,0.92971,2.47054,3.55058,0.92971,3.301,3.57965,0.92971,3.32802,3.78197,0.92971,3.51612,3.37879,0.92971,3.14128,3.14358,0.92971,2.92261,2.97916,0.92971,2.76975,4.06057,0.92971,3.77514,3.75893,0.92971,3.49471,3.06277,0.92971,2.84747,3.17243,0.92971,2.94943,0,0,0
408,Darlow,NEW,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Dubravka,NEW,GK,4.2,3.31205,0.94,3.11333,3.42419,0.94,3.21874,3.34822,0.94,3.14733,3.25807,0.94,3.06259,3.2579,0.94,3.06242,3.11418,0.94,2.92733,3.33734,0.94,3.1371,3.6035,0.93,3.35126,3.49381,0.14823,0.51787,3.28864,0.06869,0.22591,3.21697,0.06869,0.22098,3.46127,0.06869,0.23776,3.43015,0.06869,0.23563,3.39231,0.06869,0.23303,3.32569,0.06869,0.22845,3.22342,0.06869,0.22143,0,0,0
410,Fraser,NEW,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Gillespie,NEW,GK,3.9,3.02657,0.002,0.00605,3.12386,0.002,0.00625,3.05795,0.002,0.00612,2.97973,0.002,0.00596,2.97958,0.002,0.00596,2.85488,0.002,0.00571,3.04851,0.002,0.0061,3.27944,0.002,0.00656,3.18427,0.002,0.00637,3.00625,0.002,0.00601,2.94406,0.002,0.00589,3.15603,0.002,0.00631,3.12903,0.002,0.00626,3.0962,0.002,0.00619,3.0384,0.002,0.00608,2.94966,0.002,0.0059,0,0,0
412,Gordon,NEW,MID,6.1,3.68498,0.94106,3.46781,3.83202,0.94106,3.60617,4.0967,0.94106,3.85525,3.46772,0.94106,3.26335,3.91492,0.94106,3.68419,3.56983,0.94106,3.35944,3.62768,0.94106,3.41388,3.90348,0.94106,3.67343,4.01324,0.94106,3.77671,3.74454,0.94106,3.52385,3.77261,0.94106,3.55027,3.72393,0.94106,3.50446,3.96352,0.94106,3.72993,3.74103,0.94106,3.52055,3.79595,0.94106,3.57224,3.79777,0.94106,3.57395,0,0,0
413,Hayden,NEW,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Hendrick,NEW,MID,4.4,1.42506,0,0.01846,1.4906,0,0.01931,1.50797,0,0.01954,1.35889,0,0.01761,1.43911,0,0.01865,1.38622,0,0.01796,1.40174,0,0.01816,1.44704,0,0.01875,1.48554,0,0.01925,1.452,0,0.01881,1.44357,0,0.0187,1.40157,0,0.01816,1.40584,0,0.01821,1.40272,0,0.01817,1.41646,0,0.01835,1.41403,0,0.01832,0,0,0
415,Isak,NEW,FWD,7.6,5.36714,0.59433,3.18986,4.44148,0.79126,3.51435,4.40173,0.86502,3.80758,4.00826,0.89589,3.59095,4.66172,0.89589,4.17637,4.33729,0.89589,3.88572,4.24148,0.89589,3.79988,4.80107,0.89589,4.30121,4.73973,0.89589,4.24626,4.66567,0.89589,4.17991,4.61549,0.89589,4.13495,4.36048,0.89589,3.90649,4.82361,0.89589,4.32141,4.49055,0.89589,4.02302,4.72224,0.89589,4.23059,4.33784,0.89589,3.88622,0,0,0
416,Joelinton,NEW,MID,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58547,0.01,0.03585,3.38715,0.76557,2.5931,3.43611,0.87818,3.01752,3.43773,0.90477,3.11035,0,0,0
417,Krafth,NEW,DEF,4.4,2.53669,0.44892,1.13877,2.39756,0.44892,1.07632,2.36551,0.44892,1.06193,1.69941,0.44892,0.7629,2.41369,0.44892,1.08356,1.76245,0.44892,0.7912,2.37505,0.44892,1.06621,2.39499,0.44892,1.07516,2.53374,0.44892,1.13745,2.25724,0.44892,1.01332,2.09592,0.44892,0.94091,1.98317,0.44892,0.89029,2.72481,0.44892,1.22322,2.51794,0.44892,1.13036,2.0405,0.44892,0.91602,2.11571,0.44892,0.94979,0,0,0
418,Kuol,NEW,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Lascelles,NEW,DEF,4.1,2.8249,0.22691,0.641,2.66386,0.46846,1.24791,2.61648,0.62217,1.62791,1.87323,0.69537,1.30259,2.5954,0.73139,1.89824,1.90403,0.73139,1.39258,2.55438,0.73139,1.86824,2.57554,0.73139,1.88372,2.72285,0.73139,1.99145,2.4293,0.73139,1.77676,2.25806,0.73139,1.65151,2.13835,0.73139,1.56396,2.92569,0.73139,2.13981,2.70608,0.73139,1.97919,2.19922,0.73139,1.60848,2.27906,0.73139,1.66688,0,0,0
420,J.Lewis,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Longstaff,NEW,MID,4.8,3.41561,0.93352,3.18855,3.51521,0.93352,3.28153,3.68263,0.93352,3.43782,3.16173,0.93352,2.95154,3.46958,0.93352,3.23893,3.20093,0.93352,2.98815,3.24597,0.93352,3.03019,3.46067,0.93352,3.23062,3.54611,0.93352,3.31038,3.33694,0.93352,3.11511,3.35879,0.93352,3.13551,3.3209,0.93352,3.10014,3.50741,0.93352,3.27425,3.33421,0.93352,3.11256,3.37697,0.93352,3.15248,3.37838,0.93352,3.1538,0,0,0
422,Manquillo,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,J.Murphy,NEW,MID,4.8,2.22885,0.86873,1.93627,2.26927,0.86873,1.97139,2.37038,0.86873,2.05922,2.0335,0.86873,1.76656,2.24067,0.86873,1.94654,2.06872,0.86873,1.79717,2.09755,0.86873,1.82221,2.23497,0.86873,1.94159,2.28966,0.86873,1.9891,2.15577,0.86873,1.87279,2.16976,0.86873,1.88494,2.1455,0.86873,1.86387,2.26488,0.86873,1.96758,2.15402,0.86873,1.87127,2.18139,0.86873,1.89505,2.1823,0.86873,1.89583,0,0,0
424,Pope,NEW,GK,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88439,0.01,0.03884,3.75841,0.79177,2.97581,3.52278,0.89132,3.13991,3.44046,0.89132,3.06655,3.72103,0.91213,3.39408,3.68529,0.91213,3.36148,3.64184,0.94922,3.4569,3.56533,0.94922,3.38428,3.44787,0.94922,3.27279,0,0,0
425,Ritchie,NEW,MID,4.3,1.18986,0.2473,0.29426,1.20969,0.2473,0.29916,1.25164,0.2473,0.30953,1.13393,0.2473,0.28042,1.21454,0.2473,0.30036,1.15186,0.2473,0.28486,1.16237,0.2473,0.28746,1.21246,0.2473,0.29985,1.2324,0.2473,0.30478,1.18359,0.2473,0.29271,1.18869,0.2473,0.29397,1.17985,0.2473,0.29178,1.22337,0.2473,0.30254,1.18295,0.2473,0.29255,1.19293,0.2473,0.29502,1.19326,0.2473,0.2951,0,0,0
426,Saint-Maximin,NEW,MID,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Schär,NEW,DEF,5.2,4.70087,0.94121,4.42449,4.43044,0.94121,4.16996,4.29277,0.94121,4.04039,3.06079,0.94121,2.88084,4.05986,0.94121,3.82117,2.99528,0.94121,2.81918,3.99671,0.94121,3.76173,4.02929,0.94121,3.7924,4.25611,0.94121,4.00589,3.80411,0.94121,3.58046,3.54042,0.94121,3.33227,3.35609,0.94121,3.15878,4.56845,0.94121,4.29986,4.23029,0.94121,3.98158,3.44982,0.94121,3.247,3.57276,0.94121,3.36271,0,0,0
428,Targett,NEW,DEF,4.2,0,0,0,0,0,0,2.01911,0.01,0.02019,1.38984,0.20407,0.28363,2.00126,0.24489,0.49008,1.41591,0.25849,0.366,1.96654,0.25849,0.50833,1.98445,0.26665,0.52916,2.10917,0.26665,0.56242,1.86064,0.26665,0.49615,1.71565,0.26665,0.45748,1.6143,0.26665,0.43046,2.2809,0.26665,0.60821,2.09497,0.26665,0.55863,1.66583,0.26665,0.4442,1.73343,0.26665,0.46223,0,0,0
429,Tonali,NEW,MID,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Trippier,NEW,DEF,6.7,5.39371,0.85021,4.5858,5.0946,0.85021,4.33149,4.96739,0.85021,4.22334,3.45287,0.85021,2.93567,4.92505,0.85021,4.18734,3.50012,0.85021,2.97585,4.84052,0.85021,4.11547,4.88413,0.85021,4.15255,5.18772,0.85021,4.41067,4.58273,0.85021,3.89629,4.22977,0.85021,3.59621,3.98306,0.85021,3.38645,5.60579,0.85021,4.76611,5.15316,0.85021,4.38128,4.10851,0.85021,3.49311,4.27307,0.85021,3.63302,0,0,0
431,Watts,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Willock,NEW,MID,5.3,3.07304,0.01,0.03073,3.15925,0.50175,1.58516,3.34165,0.6021,2.01202,2.82983,0.63555,1.79851,3.18035,0.63555,2.02128,2.90781,0.65562,1.90642,2.9535,0.65562,1.93638,3.17132,0.65562,2.07918,3.258,0.65562,2.13601,3.04579,0.65562,1.99689,3.06796,0.65562,2.01142,3.02951,0.65562,1.98622,3.21873,0.65562,2.11027,3.04302,0.65562,1.99507,3.0864,0.65562,2.02351,3.08783,0.65562,2.02445,0,0,0
433,Wilson,NEW,FWD,7.8,4.81841,0.22799,1.09854,4.00111,0.47068,1.88326,3.91866,0.62513,2.44966,3.52565,0.69867,2.46327,4.08893,0.76205,3.11596,3.79098,0.76205,2.88891,3.703,0.76205,2.82186,4.2169,0.76205,3.21348,4.16057,0.76205,3.17055,4.09255,0.76205,3.11872,4.04647,0.76205,3.0836,3.81228,0.76205,2.90514,4.2376,0.76205,3.22925,3.93173,0.76205,2.99617,4.1445,0.76205,3.15831,3.79149,0.76205,2.8893,0,0,0
434,B.Aguilera,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Arter,NFO,MID,4.3,1.21519,2.0E-5,2.0E-5,1.2596,2.0E-5,2.0E-5,1.2343,2.0E-5,2.0E-5,1.16996,2.0E-5,2.0E-5,1.19823,2.0E-5,2.0E-5,1.18843,2.0E-5,2.0E-5,1.22061,2.0E-5,2.0E-5,1.22063,2.0E-5,2.0E-5,1.27703,2.0E-5,2.0E-5,1.18859,2.0E-5,2.0E-5,1.23655,2.0E-5,2.0E-5,1.19664,2.0E-5,2.0E-5,1.16096,2.0E-5,2.0E-5,1.2321,2.0E-5,2.0E-5,1.2156,2.0E-5,2.0E-5,1.20241,2.0E-5,2.0E-5,0,0,0
436,Aurier,NFO,DEF,4.5,2.58479,0,0,2.57271,0.35251,0.9069,2.68947,0.63225,1.70041,2.2525,0.6468,1.45692,2.20526,0.6468,1.42636,2.21597,0.6468,1.43329,2.32705,0.6468,1.50514,2.81586,0.6468,1.8213,2.81356,0.6468,1.81981,2.14315,0.6468,1.38619,2.70902,0.6468,1.7522,2.36123,0.6468,1.52725,1.95788,0.6468,1.26636,2.44406,0.6468,1.58082,2.28302,0.6468,1.47666,2.81801,0.6468,1.82269,0,0,0
437,Awoniyi,NFO,FWD,6.3,2.92951,0.92293,2.70374,3.25159,0.92293,3.001,3.13091,0.92293,2.88962,2.90286,0.92293,2.67914,3.03065,0.92293,2.79708,2.99442,0.92293,2.76364,3.04725,0.92293,2.81241,2.98048,0.92293,2.75078,3.54442,0.92293,3.27126,3.1404,0.92293,2.89838,3.07796,0.92293,2.84075,3.28558,0.92293,3.03237,2.8009,0.92293,2.58504,3.11732,0.92293,2.87708,2.91721,0.92293,2.69239,2.97002,0.92293,2.74113,0,0,0
438,Biancone,NFO,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Boly,NFO,DEF,4.5,2.53682,0,0,2.56353,0.46925,1.20293,2.7289,0.84163,2.29673,2.25861,0.861,1.94468,2.20776,0.861,1.9009,2.21929,0.861,1.91082,2.33884,0.861,2.01375,2.86492,0.861,2.46671,2.86245,0.861,2.46458,2.14093,0.861,1.84335,2.74994,0.861,2.36771,2.37563,0.861,2.04543,1.94153,0.861,1.67166,2.46477,0.861,2.12218,2.29146,0.861,1.97296,2.86724,0.861,2.4687,0,0,0
440,Bowler,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Cook,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Danilo,NFO,MID,5.3,2.52171,0.91965,2.31908,2.64312,0.91965,2.43073,2.57441,0.91965,2.36754,2.39913,0.91965,2.20635,2.48417,0.91965,2.28455,2.4589,0.91965,2.26132,2.54183,0.91965,2.33759,2.54188,0.91965,2.33763,2.6872,0.91965,2.47127,2.45932,0.91965,2.2617,2.58289,0.91965,2.37535,2.48005,0.91965,2.28077,2.38811,0.91965,2.19622,2.57143,0.91965,2.36481,2.5289,0.91965,2.3257,2.49492,0.91965,2.29444,0,0,0
443,Dennis,NFO,FWD,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Dräger,NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Felipe,NFO,DEF,4.4,2.29687,0.0469,0.10772,2.28556,0.18173,0.41536,2.39491,0.37519,0.89853,1.98569,0.49829,0.98945,1.94144,0.55692,1.08122,1.95147,0.58623,1.144,2.0555,0.58623,1.20499,2.51327,0.58623,1.47335,2.51111,0.58623,1.47208,1.88328,0.58623,1.10403,2.41322,0.58623,1.41469,2.08751,0.58623,1.22375,1.70977,0.58623,1.00231,2.16508,0.58623,1.26923,2.01427,0.58623,1.18082,2.51528,0.58623,1.47453,0,0,0
446,Freuler,NFO,MID,4.9,2.57056,0,0.23513,2.56436,0,0.23457,2.55972,0,0.23414,2.41961,0,0.22133,2.49096,0,0.22785,2.48575,0,0.22738,2.45762,0,0.2248,2.49917,0,0.2286,2.62501,0,0.24012,2.46954,0,0.22589,2.55394,0,0.23361,2.48439,0,0.22725,2.36355,0,0.2162,2.54229,0,0.23255,2.49001,0,0.22777,2.48608,0,0.22741,0,0,0
447,Gibbs-White,NFO,MID,5.7,4.13842,0.82812,3.42709,4.44448,0.82812,3.68054,4.36182,0.82812,3.61209,4.03576,0.82812,3.34207,4.22542,0.82812,3.49914,4.17082,0.82812,3.45392,4.35006,0.82812,3.60235,4.35017,0.82812,3.60244,4.66423,0.82812,3.86252,4.17173,0.82812,3.45467,4.43879,0.82812,3.67583,4.21652,0.82812,3.49177,4.01783,0.82812,3.32723,4.41403,0.82812,3.65532,4.32211,0.82812,3.57921,4.24867,0.82812,3.51839,0,0,0
448,Hennessey,NFO,GK,4,3.03868,0.002,0.00608,2.84194,0.002,0.00568,3.20517,0.002,0.00641,2.84808,0.002,0.0057,2.84865,0.002,0.0057,3.04879,0.002,0.0061,2.99503,0.002,0.00599,3.08319,0.002,0.00617,3.2687,0.002,0.00654,2.96258,0.002,0.00593,2.91458,0.002,0.00583,3.21792,0.002,0.00644,2.97114,0.002,0.00594,2.97731,0.002,0.00595,3.0415,0.002,0.00608,3.02759,0.002,0.00606,0,0,0
449,Horvath,NFO,GK,4.3,3.37045,0.00201,0.00677,3.13647,0.00201,0.0063,3.56846,0.00201,0.00717,3.14377,0.00201,0.00631,3.14445,0.00201,0.00632,3.38248,0.00201,0.00679,3.31854,0.00201,0.00667,3.42339,0.00201,0.00688,3.64403,0.00201,0.00732,3.27995,0.00201,0.00659,3.22287,0.00201,0.00647,3.58362,0.00201,0.0072,3.29012,0.00201,0.00661,3.29746,0.00201,0.00662,3.37381,0.00201,0.00678,3.35727,0.00201,0.00674,0,0,0
450,Johnson,TOT,MID,5.8,3.68295,0.93849,3.45643,3.78812,0.93849,3.55513,3.9066,0.93849,3.66632,0,0,0,3.82445,0.93849,3.58922,3.56228,0.93849,3.34317,3.71551,0.93849,3.48698,3.74684,0.93849,3.51639,3.6755,0.93849,3.44943,3.98833,0.93849,3.74302,3.53833,0.93849,3.32069,3.52062,0.93849,3.30407,3.62639,0.93849,3.40335,3.44109,0.93849,3.22944,3.93342,0.93849,3.69148,3.84965,0.93849,3.61287,3.55687,0.93849,3.3381
451,Kouyaté,NFO,MID,4.8,1.43979,0.21036,0.30288,1.52168,0.34923,0.53142,1.49057,0.39032,0.5818,1.41143,0.41086,0.5799,1.4462,0.41086,0.59419,1.43414,0.41086,0.58923,1.47373,0.41086,0.6055,1.47375,0.41086,0.60551,1.54312,0.41086,0.63401,1.43434,0.41086,0.58932,1.49333,0.41086,0.61355,1.44423,0.41086,0.59338,1.40035,0.41086,0.57535,1.48786,0.41086,0.61131,1.46756,0.41086,0.60296,1.45133,0.41086,0.5963,0,0,0
452,Laryea,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Mangala,NFO,MID,5,2.64689,0.87195,2.30796,2.79224,0.87195,2.43469,2.75355,0.87195,2.40096,2.57682,0.87195,2.24685,2.66722,0.87195,2.32569,2.64133,0.87195,2.30311,2.72632,0.87195,2.37721,2.72637,0.87195,2.37726,2.87527,0.87195,2.50709,2.64177,0.87195,2.30349,2.76839,0.87195,2.4139,2.663,0.87195,2.32201,2.5688,0.87195,2.23987,2.75665,0.87195,2.40366,2.71307,0.87195,2.36566,2.67825,0.87195,2.3353,0,0,0
454,"Mbe Soh",NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,McKenna,NFO,DEF,4.4,2.4063,0.01257,0.03025,2.39482,0.01257,0.0301,2.50591,0.01257,0.0315,2.09013,0.01257,0.02627,2.04518,0.01257,0.02571,2.05537,0.01257,0.02584,2.16106,0.01257,0.02716,2.62617,0.01257,0.03301,2.62398,0.01257,0.03298,1.98609,0.01257,0.02496,2.52451,0.01257,0.03173,2.19359,0.01257,0.02757,1.8098,0.01257,0.02275,2.2724,0.01257,0.02856,2.11917,0.01257,0.02664,2.62822,0.01257,0.03304,0,0,0
456,Mighten,NFO,MID,4.4,1.44885,0,0.04342,1.44585,0,0.04333,1.4436,0,0.04327,1.37568,0,0.04123,1.41027,0,0.04227,1.40624,0,0.04215,1.39411,0,0.04178,1.41425,0,0.04239,1.47524,0,0.04421,1.39989,0,0.04196,1.44079,0,0.04318,1.40708,0,0.04217,1.34851,0,0.04042,1.43515,0,0.04301,1.40981,0,0.04225,1.4079,0,0.0422,0,0,0
457,Niakhaté,NFO,DEF,4.5,2.48982,0.4665,1.16151,2.48173,0.771,1.91342,2.57482,0.84156,2.16688,2.16008,0.86911,1.87735,2.11523,0.86911,1.83837,2.1254,0.86911,1.84721,2.23083,0.86911,1.93884,2.69478,0.86911,2.34207,2.6926,0.86911,2.34017,2.05629,0.86911,1.78714,2.59338,0.86911,2.25394,2.26327,0.86911,1.96704,1.88044,0.86911,1.63431,2.34189,0.86911,2.03536,2.18904,0.86911,1.90252,2.69682,0.86911,2.34384,0,0,0
458,O'Brien,NFO,MID,4.9,2.07264,0,0.01137,2.08001,0,0.01142,2.05956,0,0.0113,1.94819,0,0.01069,2.00788,0,0.01102,2.0112,0,0.01104,1.96779,0,0.0108,2.01475,0,0.01106,2.13658,0,0.01173,1.98996,0,0.01092,2.04874,0,0.01124,2.00238,0,0.01099,1.89983,0,0.01043,2.01889,0,0.01108,2.00708,0,0.01101,1.98649,0,0.0109,0,0,0
459,Ojeda,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Panzo,NFO,DEF,4,1.8627,0,0.06585,1.81288,0,0.06409,1.98863,0,0.0703,1.50144,0,0.05308,1.45264,0,0.05135,1.48157,0,0.05237,1.46376,0,0.05174,1.86502,0,0.06593,1.92185,0,0.06794,1.45787,0,0.05154,1.98917,0,0.07032,1.66042,0,0.0587,1.25609,0,0.0444,1.54944,0,0.05477,1.55396,0,0.05493,2.11698,0,0.07484,0,0,0
461,O.Richards,NFO,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,G.Scarpa,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,J.Shelvey,NFO,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Surridge,NFO,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Toffolo,NFO,DEF,4.4,2.66052,0.71019,1.88947,2.69567,0.71019,1.91443,2.86903,0.71019,2.03755,2.40933,0.71019,1.71108,2.36773,0.71019,1.68153,2.37922,0.71019,1.68969,2.49839,0.71019,1.77432,3.02278,0.71019,2.14674,3.02031,0.71019,2.14499,2.30111,0.71019,1.63422,2.90817,0.71019,2.06535,2.53506,0.71019,1.80037,2.10234,0.71019,1.49306,2.62391,0.71019,1.86347,2.45116,0.71019,1.74078,3.02509,0.71019,2.14838,0,0,0
466,Ui-jo,NFO,FWD,4.4,1.52664,0,0.12706,1.57614,0,0.13118,1.56405,0,0.13018,1.52515,0,0.12694,1.57607,0,0.13118,1.45588,0,0.12117,1.4006,0,0.11657,1.50159,0,0.12498,1.74656,0,0.14537,1.42484,0,0.11859,1.56772,0,0.13048,1.5649,0,0.13025,1.40768,0,0.11716,1.58053,0,0.13155,1.45459,0,0.12107,1.53101,0,0.12743,0,0,0
467,Williams,NFO,DEF,4.3,1.9795,0.86365,1.7096,2.05966,0.86365,1.77882,2.22981,0.86365,1.92577,1.88468,0.86365,1.6277,1.8524,0.86365,1.59982,1.86176,0.86365,1.60791,1.9589,0.86365,1.6918,2.38636,0.86365,2.06098,2.38435,0.86365,2.05924,1.79809,0.86365,1.55292,2.29293,0.86365,1.98029,1.98879,0.86365,1.71762,1.63607,0.86365,1.41299,2.06122,0.86365,1.78018,1.9204,0.86365,1.65855,2.38824,0.86365,2.0626,0,0,0
468,Wood,NFO,FWD,5,3.027,0.93217,2.82168,3.24865,0.93217,3.0283,3.15246,0.93217,2.93863,2.93455,0.93217,2.7355,3.06802,0.93217,2.85993,3.03259,0.93217,2.82689,3.08426,0.93217,2.87506,3.01896,0.93217,2.81419,3.57054,0.93217,3.32836,3.17538,0.93217,2.96,3.1143,0.93217,2.90306,3.31738,0.93217,3.09237,2.84331,0.93217,2.65045,3.1528,0.93217,2.93895,2.95707,0.93217,2.7565,3.00873,0.93217,2.80465,0,0,0
469,Worrall,NFO,DEF,4.3,2.30709,0.12997,0.29986,2.32539,0.12997,0.30224,2.42981,0.12997,0.31581,2.03903,0.12997,0.26502,1.99677,0.12997,0.25953,2.00635,0.12997,0.26077,2.10569,0.12997,0.27369,2.54284,0.12997,0.3305,2.54078,0.12997,0.33024,1.94124,0.12997,0.25231,2.44729,0.12997,0.31809,2.13626,0.12997,0.27766,1.77555,0.12997,0.23078,2.21033,0.12997,0.28729,2.06632,0.12997,0.26857,2.54476,0.12997,0.33075,0,0,0
470,Yates,NFO,MID,4.8,2.19381,0.92215,2.02303,2.38243,0.92215,2.19697,2.37796,0.92215,2.19285,2.2724,0.92215,2.0955,2.36854,0.92215,2.18416,2.34486,0.92215,2.16233,2.42258,0.92215,2.23399,2.42263,0.92215,2.23404,2.55881,0.92215,2.35961,2.34526,0.92215,2.16269,2.46106,0.92215,2.26947,2.36468,0.92215,2.1806,2.27853,0.92215,2.10115,2.45032,0.92215,2.25957,2.41047,0.92215,2.22282,2.37862,0.92215,2.19345,0,0,0
