ID,Name,Team,Pos,Price,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
209,Mount,MUN,MID,6.8,2.30148,0.05963,0.13723,2.14181,0.23105,0.49486,2.2675,0.47701,1.08161,2.40751,0.63352,1.52521,2.0218,0.75454,1.52554,2.35495,0.78883,1.85767,2.33073,0.78883,1.83856,2.24997,0.78883,1.77485,2.13891,0.78883,1.68724,2.21196,0.78883,1.74487,2.25405,0.78883,1.77807,2.36425,0.78883,1.865,2.34096,0.78883,1.84663,2.1671,0.78883,1.70948,2.17621,0.78883,1.71667,2.18763,0.78883,1.72568,0,0,0
210,Mudryk,CHE,MID,6.3,3.19429,0.79604,2.54279,2.93502,0.79604,2.3364,2.71699,0.79604,2.16284,0,0,0,3.07917,0.79604,2.45115,3.26442,0.79604,2.59862,2.83959,0.79604,2.26044,3.22824,0.79604,2.56981,3.20308,0.79604,2.54979,3.15841,0.79604,2.51423,3.24998,0.79604,2.58712,2.99003,0.79604,2.38019,2.91884,0.79604,2.32352,3.1669,0.79604,2.52098,3.15533,0.79604,2.51178,3.33016,0.79604,2.65095,3.06783,0.79604,2.44212
211,N.Jackson,CHE,FWD,6.8,4.36332,0.50711,2.21269,3.97303,0.86041,3.41843,3.90011,0.90619,3.53424,0,0,0,4.08138,0.91994,3.75463,4.74744,0.91994,4.36737,3.79879,0.91994,3.49467,4.81644,0.91994,4.43085,4.35595,0.91994,4.00722,4.4585,0.91994,4.10156,4.47371,0.91994,4.11555,4.26822,0.91994,3.92651,4.1535,0.91994,3.82098,4.53358,0.91994,4.17063,4.3042,0.91994,3.95962,4.21656,0.91994,3.87899,4.35242,0.91994,4.00397
212,Nkunku,CHE,FWD,7.4,2.85831,0.90434,2.58489,2.65268,0.90434,2.39893,2.64777,0.90434,2.39448,0,0,0,2.7899,0.90434,2.52302,3.25744,0.90434,2.94584,2.62067,0.90434,2.36999,3.30376,0.90434,2.98773,2.99466,0.90434,2.7082,3.0635,0.90434,2.77045,3.0737,0.90434,2.77968,2.93577,0.90434,2.65494,2.85877,0.90434,2.5853,3.11389,0.90434,2.81602,2.95993,0.90434,2.67679,2.9011,0.90434,2.62358,2.99229,0.90434,2.70605
213,Pulisic,CHE,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,M.Sarr,CHE,DEF,4.3,2.52837,7.0E-5,0.00017,2.48817,7.0E-5,0.00017,1.70273,7.0E-5,0.00012,0,0,0,2.21834,7.0E-5,0.00015,2.3927,7.0E-5,0.00017,1.82059,7.0E-5,0.00013,2.73308,7.0E-5,0.00019,2.41445,7.0E-5,0.00017,2.26464,7.0E-5,0.00016,2.65327,7.0E-5,0.00018,2.03762,7.0E-5,0.00014,2.07399,7.0E-5,0.00014,2.50891,7.0E-5,0.00017,2.61777,7.0E-5,0.00018,2.54903,7.0E-5,0.00018,2.19775,7.0E-5,0.00015
215,Slonina,CHE,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Sterling,CHE,MID,7.1,4.3953,0.84613,3.71901,4.09348,0.84613,3.46363,3.77854,0.84613,3.19715,0,0,0,4.3802,0.84613,3.70623,4.69383,0.84613,3.97161,4.0227,0.84613,3.40374,4.63667,0.84613,3.92324,4.59693,0.84613,3.88961,4.52635,0.84613,3.8299,4.67101,0.84613,3.9523,4.26035,0.84613,3.60482,4.14789,0.84613,3.50967,4.53976,0.84613,3.84124,4.5215,0.84613,3.82579,4.79769,0.84613,4.05948,4.38327,0.84613,3.70883
217,T.Silva,CHE,DEF,5,3.04271,0.90822,2.76344,3.12013,0.90822,2.83375,2.29839,0.90822,2.08743,0,0,0,2.94069,0.90822,2.67078,3.16452,0.90822,2.87407,2.50558,0.90822,2.27561,3.55657,0.90822,3.23013,3.18958,0.90822,2.89683,3.01703,0.90822,2.74012,3.46465,0.90822,3.14665,2.75556,0.90822,2.50264,2.79744,0.90822,2.54068,3.29837,0.90822,2.99564,3.42377,0.90822,3.10952,3.34459,0.90822,3.03761,2.93999,0.90822,2.67014
218,Ziyech,CHE,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Ahamada,CRY,MID,4.3,1.04745,0.41103,0.43054,1.08341,0.41103,0.44532,1.08722,0.41103,0.44688,1.14159,0.41103,0.46923,1.09864,0.41103,0.45158,1.11347,0.41103,0.45767,1.14814,0.41103,0.47192,1.12841,0.41103,0.46381,1.11718,0.41103,0.4592,1.07937,0.41103,0.44366,1.06738,0.41103,0.43873,1.1305,0.41103,0.46467,1.10875,0.41103,0.45573,1.13704,0.41103,0.46736,1.10421,0.41103,0.45387,1.10436,0.41103,0.45393,0,0,0
220,Andersen,CRY,DEF,4.8,2.69046,0.94117,2.53217,2.88841,0.94117,2.71848,3.07181,0.94117,2.89109,3.87707,0.94117,3.64898,2.87134,0.94117,2.70242,3.99624,0.94117,3.76114,3.44887,0.94117,3.24597,3.7529,0.94117,3.53211,3.4651,0.94117,3.26124,2.62225,0.94117,2.46798,2.34222,0.94117,2.20443,3.60584,0.94117,3.39371,3.41224,0.94117,3.2115,3.47826,0.94117,3.27363,3.58997,0.94117,3.37877,3.33988,0.94117,3.14339,0,0,0
221,J.Ayew,CRY,MID,5.4,3.21828,0.93513,3.0095,3.37136,0.93513,3.15264,3.32403,0.93513,3.10839,3.55838,0.93513,3.32754,3.32795,0.93513,3.11205,3.41381,0.93513,3.19234,3.61444,0.93513,3.37995,3.50028,0.93513,3.2732,3.43527,0.93513,3.21241,3.21645,0.93513,3.00778,3.14707,0.93513,2.94291,3.51238,0.93513,3.28452,3.38647,0.93513,3.16678,3.55024,0.93513,3.31993,3.36018,0.93513,3.14219,3.36107,0.93513,3.14302,0,0,0
222,Clyne,CRY,DEF,4.4,2.13504,0.67587,1.44301,2.25608,0.67587,1.52482,2.36365,0.67587,1.59752,2.87462,0.67587,1.94287,2.19222,0.67587,1.48165,2.93224,0.67587,1.98182,2.57215,0.67587,1.73844,2.77216,0.67587,1.87362,2.58282,0.67587,1.74565,2.02835,0.67587,1.3709,1.84413,0.67587,1.24639,2.67541,0.67587,1.80823,2.54805,0.67587,1.72215,2.59148,0.67587,1.7515,2.66498,0.67587,1.80118,2.50045,0.67587,1.68998,0,0,0
223,C.Doucouré,CRY,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55998,0.01,0.0256,2.56061,0.61328,1.57037,0,0,0
224,Ebiowei,CRY,MID,4.4,1.16421,0.00014,0.00017,1.19041,0.00014,0.00017,1.17213,0.00014,0.00017,1.2238,0.00014,0.00018,1.16437,0.00014,0.00017,1.18489,0.00014,0.00017,1.23286,0.00014,0.00018,1.20556,0.00014,0.00017,1.19002,0.00014,0.00017,1.13771,0.00014,0.00016,1.12113,0.00014,0.00016,1.20846,0.00014,0.00017,1.17836,0.00014,0.00017,1.21751,0.00014,0.00018,1.17207,0.00014,0.00017,1.17229,0.00014,0.00017,0,0,0
225,Edouard,CRY,FWD,5.4,2.9275,0.74378,2.17741,2.88818,0.74378,2.14816,3.2774,0.74378,2.43766,3.37287,0.74378,2.50867,3.20764,0.74378,2.38577,3.65524,0.74378,2.71868,3.36494,0.74378,2.50277,3.0896,0.74378,2.29797,3.07197,0.74378,2.28486,2.88112,0.74378,2.14291,2.79102,0.74378,2.0759,3.23209,0.74378,2.40395,3.14998,0.74378,2.34288,3.12174,0.74378,2.32188,3.13855,0.74378,2.33438,3.08601,0.74378,2.2953,0,0,0
226,Eze,CRY,MID,6,4.49016,0.64,2.87371,4.57425,0.84521,3.86619,4.36723,0.9098,3.97331,4.61881,0.93872,4.33578,4.16217,0.93872,3.90712,4.28964,0.93872,4.02679,4.58751,0.93872,4.3064,4.41803,0.93872,4.1473,4.32152,0.93872,4.0567,3.99663,0.93872,3.75173,3.89363,0.93872,3.65504,4.43599,0.93872,4.16416,4.24906,0.93872,3.98869,4.49221,0.93872,4.21694,4.21003,0.93872,3.95205,4.21135,0.93872,3.95329,0,0,0
227,Guaita,CRY,GK,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Guéhi,CRY,DEF,4.4,2.82469,0.94098,2.65797,3.03356,0.94098,2.85451,3.22598,0.94098,3.03558,4.03135,0.94098,3.79342,3.02818,0.94098,2.84945,4.15153,0.94098,3.9065,3.60491,0.94098,3.39214,3.90853,0.94098,3.67784,3.62112,0.94098,3.40739,2.77943,0.94098,2.61539,2.49979,0.94098,2.35225,3.76167,0.94098,3.53965,3.56834,0.94098,3.35773,3.63426,0.94098,3.41976,3.74582,0.94098,3.52474,3.49607,0.94098,3.28973,0,0,0
229,Hughes,CRY,MID,4.9,2.1059,0.82634,1.74018,2.21276,0.82634,1.82849,2.22323,0.82634,1.83714,2.35571,0.82634,1.94661,2.23769,0.82634,1.84908,2.28216,0.82634,1.88583,2.38607,0.82634,1.9717,2.32695,0.82634,1.92284,2.29328,0.82634,1.89502,2.17994,0.82634,1.80136,2.14401,0.82634,1.77167,2.33321,0.82634,1.92802,2.268,0.82634,1.87413,2.35283,0.82634,1.94423,2.25439,0.82634,1.86288,2.25485,0.82634,1.86326,0,0,0
230,Johnstone,CRY,GK,4.5,3.50262,0.7,2.45183,3.49418,0.7,2.44592,3.69852,0.7,2.58897,3.41049,0.7,2.38734,3.40277,0.7,2.38194,3.39992,0.7,2.37994,3.26303,0.7,2.28412,3.50912,0.7,2.45639,3.49091,0.7,2.44364,3.41268,0.7,2.38887,3.51556,0.7,2.46089,3.68375,0.7,2.57863,3.37711,0.7,2.36398,3.57029,0.7,2.4992,3.53129,0.7,2.4719,3.40394,0.7,2.38276,0,0,0
231,Lerma,CRY,MID,4.7,3.19258,0.93523,2.98581,3.39271,0.93523,3.17298,3.38086,0.93523,3.1619,3.6465,0.93523,3.41033,3.42265,0.93523,3.20098,3.50931,0.93523,3.28203,3.7118,0.93523,3.4714,3.59659,0.93523,3.36365,3.53098,0.93523,3.30229,3.31012,0.93523,3.09574,3.2401,0.93523,3.03025,3.6088,0.93523,3.37507,3.48172,0.93523,3.25622,3.64702,0.93523,3.41081,3.45519,0.93523,3.23141,3.45609,0.93523,3.23225,0,0,0
232,Mateta,CRY,FWD,4.9,2.41987,0.92841,2.24664,2.39334,0.92841,2.22201,2.70547,0.92841,2.51179,2.77113,0.92841,2.57276,2.61753,0.92841,2.43015,2.9775,0.92841,2.76435,2.74403,0.92841,2.5476,2.52259,0.92841,2.34201,2.50842,0.92841,2.32885,2.35493,0.92841,2.18635,2.28247,0.92841,2.11907,2.63719,0.92841,2.4484,2.57115,0.92841,2.38709,2.54844,0.92841,2.36601,2.56196,0.92841,2.37856,2.5197,0.92841,2.33933,0,0,0
233,Matthews,CRY,GK,3.9,3.09218,0.00251,0.00776,3.08478,0.00251,0.00774,3.26372,0.00251,0.00819,3.0115,0.00251,0.00756,3.00474,0.00251,0.00754,3.00224,0.00251,0.00753,2.88237,0.00251,0.00723,3.09787,0.00251,0.00777,3.08192,0.00251,0.00773,3.01341,0.00251,0.00756,3.1035,0.00251,0.00779,3.25079,0.00251,0.00816,2.98227,0.00251,0.00748,3.15144,0.00251,0.00791,3.11728,0.00251,0.00782,3.00577,0.00251,0.00754,0,0,0
234,Mitchell,CRY,DEF,4.6,2.50449,0.93772,2.34851,2.68434,0.93772,2.51716,2.84941,0.93772,2.67194,3.5662,0.93772,3.3441,2.67448,0.93772,2.50791,3.67221,0.93772,3.4435,3.18671,0.93772,2.98824,3.45638,0.93772,3.24111,3.20111,0.93772,3.00174,2.45355,0.93772,2.30074,2.20518,0.93772,2.06784,3.32594,0.93772,3.1188,3.15423,0.93772,2.95778,3.21278,0.93772,3.01268,3.31187,0.93772,3.1056,3.09005,0.93772,2.89759,0,0,0
235,O'Brien,CRY,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Olise,CRY,MID,5.9,4.64596,0.64,2.97343,4.67711,0.84721,3.96251,4.45976,0.90976,4.05731,4.75857,0.93707,4.4591,4.32929,0.93707,4.05685,4.46379,0.93707,4.18288,4.77807,0.93707,4.47738,4.59924,0.93707,4.30981,4.49742,0.93707,4.21439,4.15464,0.93707,3.89318,4.04596,0.93707,3.79134,4.6182,0.93707,4.32757,4.42097,0.93707,4.14275,4.67751,0.93707,4.38315,4.37979,0.93707,4.10416,4.38118,0.93707,4.10547,0,0,0
237,Plange,CRY,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,C.Richards,CRY,DEF,3.9,1.83354,0.88749,1.62725,1.96385,0.88749,1.7429,2.08083,0.88749,1.84672,2.58092,0.88749,2.29055,1.95135,0.88749,1.73181,2.65297,0.88749,2.35449,2.31156,0.88749,2.05149,2.50119,0.88749,2.21979,2.32169,0.88749,2.06048,1.79599,0.88749,1.59393,1.62133,0.88749,1.43892,2.40947,0.88749,2.13839,2.28872,0.88749,2.03122,2.32989,0.88749,2.06776,2.39957,0.88749,2.1296,2.24358,0.88749,1.99116,0,0,0
239,Riedewald,CRY,MID,4.3,1.40682,0.11097,0.15611,1.4366,0.11097,0.15941,1.41582,0.11097,0.15711,1.47454,0.11097,0.16362,1.407,0.11097,0.15613,1.43032,0.11097,0.15872,1.48482,0.11097,0.16476,1.45381,0.11097,0.16132,1.43615,0.11097,0.15936,1.37671,0.11097,0.15277,1.35786,0.11097,0.15068,1.4571,0.11097,0.16169,1.4229,0.11097,0.15789,1.46739,0.11097,0.16283,1.41576,0.11097,0.1571,1.416,0.11097,0.15713,0,0,0
240,Schlupp,CRY,MID,4.9,2.75305,0.8658,2.3836,2.97892,0.8658,2.57916,3.01203,0.8658,2.60783,3.24799,0.8658,2.81212,3.07626,0.8658,2.66344,3.14912,0.8658,2.72652,3.31937,0.8658,2.87393,3.2225,0.8658,2.79005,3.16733,0.8658,2.74229,2.98164,0.8658,2.58151,2.92276,0.8658,2.53054,3.23277,0.8658,2.79894,3.12592,0.8658,2.70643,3.2649,0.8658,2.82676,3.10361,0.8658,2.68712,3.10437,0.8658,2.68777,0,0,0
241,Tomkins,CRY,DEF,4,1.08264,0.18921,0.20485,1.14927,0.18921,0.21745,1.22315,0.18921,0.23143,1.6068,0.18921,0.30402,1.10394,0.18921,0.20888,1.64926,0.18921,0.31206,1.38391,0.18921,0.26185,1.53129,0.18921,0.28974,1.39177,0.18921,0.26334,0.98318,0.18921,0.18603,0.84743,0.18921,0.16034,1.46,0.18921,0.27625,1.36615,0.18921,0.25849,1.39815,0.18921,0.26454,1.45231,0.18921,0.27479,1.33107,0.18921,0.25185,0,0,0
242,Ward,CRY,DEF,4.5,2.42418,0.30988,0.7512,2.5002,0.63975,1.5995,2.58885,0.82297,2.13054,3.21626,0.874,2.81101,2.34164,0.89223,2.08928,3.29012,0.89223,2.93554,2.82859,0.89223,2.52375,3.08494,0.89223,2.75247,2.84227,0.89223,2.53596,2.13162,0.89223,1.90189,1.89551,0.89223,1.69123,2.96095,0.89223,2.64184,2.79771,0.89223,2.4962,2.85337,0.89223,2.54586,2.94757,0.89223,2.62991,2.73669,0.89223,2.44176,0,0,0
243,Whitworth,CRY,GK,3.9,3.10097,0.002,0.0062,3.09352,0.002,0.00619,3.27384,0.002,0.00655,3.01967,0.002,0.00604,3.01286,0.002,0.00603,3.01034,0.002,0.00602,2.88955,0.002,0.00578,3.10671,0.002,0.00621,3.09064,0.002,0.00618,3.0216,0.002,0.00604,3.11239,0.002,0.00622,3.26081,0.002,0.00652,2.99022,0.002,0.00598,3.16069,0.002,0.00632,3.12627,0.002,0.00625,3.0139,0.002,0.00603,0,0,0
244,"André Gomes",EVE,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Branthwaite,EVE,DEF,4.1,2.22724,0.89738,1.99867,1.81797,0.89738,1.63141,2.80477,0.89738,2.51694,2.24614,0.89738,2.01564,2.73432,0.89738,2.45372,2.30783,0.89738,2.071,2.25462,0.89738,2.02324,2.63061,0.89738,2.36065,2.02464,0.89738,1.81687,2.95745,0.89738,2.65395,2.07925,0.89738,1.86588,2.87832,0.89738,2.58294,2.72458,0.89738,2.44498,2.37527,0.89738,2.13152,3.07589,0.89738,2.76024,2.04921,0.89738,1.83891,0,0,0
246,Calvert-Lewin,EVE,FWD,5.8,3.86868,0.94034,3.63787,3.5504,0.94034,3.33858,3.87363,0.94034,3.64252,3.90528,0.94034,3.67228,4.13589,0.94034,3.88914,3.77854,0.94034,3.5531,3.96202,0.94034,3.72564,3.92174,0.94034,3.68777,4.00938,0.94034,3.77018,4.37091,0.94034,4.11013,3.75973,0.94034,3.53542,4.68798,0.94034,4.40829,3.8625,0.94034,3.63206,3.98338,0.94034,3.74573,4.15418,0.94034,3.90634,3.52539,0.94034,3.31506,0,0,0
247,Coleman,EVE,DEF,4.4,1.96498,0.28301,0.5561,1.57819,0.58427,0.92209,2.44148,0.77006,1.88009,1.9326,0.83563,1.61493,2.34546,0.86056,2.01841,1.9701,0.86056,1.69539,1.92326,0.86056,1.65508,2.25418,0.86056,1.93986,1.72085,0.86056,1.4809,2.54183,0.86056,2.1874,1.76892,0.86056,1.52226,2.47219,0.86056,2.12747,2.33688,0.86056,2.01103,2.02945,0.86056,1.74646,2.64608,0.86056,2.27711,1.74247,0.86056,1.4995,0,0,0
248,Dele,EVE,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,A.Doucoure,EVE,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Garner,EVE,MID,4.9,3.34786,0.91579,3.06594,3.07104,0.91579,2.81244,3.53555,0.91579,3.23783,3.43606,0.91579,3.14672,3.64401,0.91579,3.33716,3.49937,0.91579,3.2047,3.49601,0.91579,3.20162,3.5656,0.91579,3.26535,3.35878,0.91579,3.07594,3.70928,0.91579,3.39694,3.37523,0.91579,3.09101,3.758,0.91579,3.44155,3.63315,0.91579,3.32721,3.58784,0.91579,3.28572,3.69237,0.91579,3.38145,3.29569,0.91579,3.01817,0,0,0
251,Gbamin,EVE,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Godfrey,EVE,DEF,4.3,2.35579,0.28217,0.66473,1.79292,0.28217,0.50591,2.73368,0.28217,0.77136,2.06327,0.28217,0.58219,2.5186,0.28217,0.71067,2.06711,0.28217,0.58327,2.01077,0.28217,0.56738,2.40881,0.28217,0.67969,1.76731,0.28217,0.49868,2.75481,0.28217,0.77732,1.82513,0.28217,0.51499,2.67104,0.28217,0.75368,2.50828,0.28217,0.70776,2.1385,0.28217,0.60342,2.88019,0.28217,0.8127,1.79332,0.28217,0.50602,0,0,0
253,Gray,EVE,MID,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Gana,EVE,MID,4.8,2.46059,0.38753,0.95356,2.23041,0.64336,1.43497,2.4924,0.71864,1.79113,2.4072,0.75355,1.81394,2.52857,0.75355,1.9054,2.4353,0.75355,1.83512,2.43314,0.75355,1.83349,2.47801,0.75355,1.8673,2.34465,0.75355,1.76681,2.57066,0.75355,1.93712,2.35526,0.75355,1.7748,2.60207,0.75355,1.96079,2.52157,0.75355,1.90012,2.49235,0.75355,1.87811,2.55975,0.75355,1.9289,2.30397,0.75355,1.73616,0,0,0
255,Holgate,EVE,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Iwobi,FUL,MID,5.3,3.70665,0,0,4.10343,0.33098,1.35816,3.75786,0.89904,3.37847,3.76825,0.92972,3.50342,3.83351,0.92972,3.5641,3.75685,0.92972,3.49282,3.81236,0.92972,3.54443,3.92079,0.92972,3.64524,3.91711,0.92972,3.64182,4.04769,0.92972,3.76323,3.74699,0.92972,3.48366,3.76447,0.92972,3.49991,3.86786,0.92972,3.59603,3.83516,0.92972,3.56563,3.59243,0.92972,3.33996,3.86777,0.92972,3.59595,0,0,0
257,Keane,EVE,DEF,4.3,2.21873,0.31765,0.70478,1.787,0.31765,0.56764,2.72975,0.31765,0.86711,2.14406,0.31765,0.68107,2.60636,0.31765,0.82792,2.18605,0.31765,0.6944,2.1336,0.31765,0.67774,2.50415,0.31765,0.79545,1.90696,0.31765,0.60575,2.82625,0.31765,0.89777,1.96078,0.31765,0.62285,2.74827,0.31765,0.87299,2.59675,0.31765,0.82487,2.25251,0.31765,0.71551,2.94298,0.31765,0.93484,1.93117,0.31765,0.61344,0,0,0
258,Maupay,BRE,FWD,4.9,2.83864,0.93531,2.655,3.16858,0.93531,2.9636,6.07186,0.93531,5.67906,3.30008,0.93531,3.08659,3.07837,0.93531,2.87922,2.83224,0.93531,2.64901,3.13588,0.93531,2.93302,3.22416,0.93531,3.01558,3.29498,0.93531,3.08182,3.08175,0.93531,2.88239,3.3646,0.93531,3.14693,3.21999,0.93531,3.01168,3.47954,0.93531,3.25444,3.76142,0.93531,3.51809,3.16781,0.93531,2.96287,3.49955,0.93531,3.27316,0,0,0
259,McNeil,EVE,MID,5.4,3.65852,0.94109,3.443,3.34382,0.94109,3.14683,3.94318,0.94109,3.71088,3.86136,0.94109,3.63389,4.12223,0.94109,3.87938,3.94554,0.94109,3.71311,3.94144,0.94109,3.70925,4.02644,0.94109,3.78924,3.7738,0.94109,3.55148,4.20197,0.94109,3.95443,3.7939,0.94109,3.5704,4.26148,0.94109,4.01043,4.10897,0.94109,3.8669,4.05362,0.94109,3.81482,4.18131,0.94109,3.93498,3.69674,0.94109,3.47896,0,0,0
260,Mykolenko,EVE,DEF,4.6,2.59194,0.93245,2.41686,2.15411,0.93245,2.0086,3.1905,0.93245,2.97498,2.59532,0.93245,2.42001,3.10618,0.93245,2.89636,2.65692,0.93245,2.47745,2.60086,0.93245,2.42518,2.99693,0.93245,2.79449,2.35861,0.93245,2.19929,3.34122,0.93245,3.11552,2.41614,0.93245,2.25293,3.25787,0.93245,3.0378,3.09591,0.93245,2.88679,2.72796,0.93245,2.54369,3.46599,0.93245,3.23186,2.38449,0.93245,2.22342,0,0,0
261,Onana,EVE,MID,4.7,3.04839,0.47811,1.45745,2.79956,0.63498,1.77768,3.18829,0.70967,2.26263,3.09293,0.74668,2.30941,3.25504,0.74668,2.43046,3.13047,0.74668,2.33744,3.12758,0.74668,2.33529,3.18751,0.74668,2.38003,3.00938,0.74668,2.24703,3.31127,0.74668,2.47244,3.02355,0.74668,2.25761,3.35323,0.74668,2.50377,3.24569,0.74668,2.42348,3.20667,0.74668,2.39434,3.2967,0.74668,2.46156,2.95505,0.74668,2.20646,0,0,0
262,Patterson,EVE,DEF,4.4,1.87213,0.79548,1.48925,1.50984,0.79548,1.20105,2.41224,0.79548,1.9189,1.90494,0.79548,1.51535,2.36101,0.79548,1.87815,1.97464,0.79548,1.5708,1.92643,0.79548,1.53245,2.26705,0.79548,1.80341,1.71809,0.79548,1.36672,2.56315,0.79548,2.03894,1.76757,0.79548,1.40607,2.49146,0.79548,1.98192,2.35218,0.79548,1.87112,2.03574,0.79548,1.6194,2.67045,0.79548,2.1243,1.74035,0.79548,1.38442,0,0,0
263,Pickford,EVE,GK,4.5,3.52295,0.94941,3.34473,3.16979,0.94941,3.00944,3.78544,0.94941,3.59394,3.74096,0.94941,3.55171,3.94315,0.94941,3.74367,3.78853,0.94941,3.59687,3.4822,0.94941,3.30604,3.72789,0.94941,3.53931,3.43905,0.94941,3.26508,3.63812,0.94941,3.45408,3.41121,0.94941,3.23865,3.87565,0.94941,3.67959,3.51021,0.94941,3.33264,3.67146,0.94941,3.48573,3.7547,0.94941,3.56476,3.56763,0.94941,3.38716,0,0,0
264,Simms,EVE,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Tarkowski,EVE,DEF,4.6,3.09577,0.94123,2.91384,2.51337,0.94123,2.36566,3.77374,0.94123,3.55197,3.00957,0.94123,2.8327,3.62507,0.94123,3.41203,3.06426,0.94123,2.88418,2.99429,0.94123,2.81832,3.48869,0.94123,3.28367,2.69188,0.94123,2.53368,3.91847,0.94123,3.68819,2.76369,0.94123,2.60128,3.81442,0.94123,3.59025,3.61226,0.94123,3.39997,3.15294,0.94123,2.96765,4.07421,0.94123,3.83478,2.72418,0.94123,2.56409,0,0,0
266,J.Virginia,EVE,GK,3.9,2.94406,0.06001,0.17667,2.66219,0.06001,0.15975,3.15357,0.06001,0.18924,3.11807,0.06001,0.18711,3.27944,0.06001,0.19679,3.15603,0.06001,0.18939,2.91154,0.06001,0.17471,3.10764,0.06001,0.18648,2.8771,0.06001,0.17265,3.03599,0.06001,0.18218,2.85488,0.06001,0.17131,3.22557,0.06001,0.19356,2.9339,0.06001,0.17606,3.0626,0.06001,0.18378,3.12903,0.06001,0.18777,2.97973,0.06001,0.17881,0,0,0
267,Andreas,FUL,MID,5.3,3.43925,0.94112,3.23676,3.84665,0.94112,3.62018,3.54675,0.94112,3.33793,3.5741,0.94112,3.36367,3.64209,0.94112,3.42766,3.56864,0.94112,3.35853,3.62183,0.94112,3.40859,3.72571,0.94112,3.50635,3.72218,0.94112,3.50303,3.8473,0.94112,3.62078,3.5592,0.94112,3.34964,3.57595,0.94112,3.36541,3.675,0.94112,3.45863,3.64367,0.94112,3.42914,3.41111,0.94112,3.21028,3.67491,0.94112,3.45855,0,0,0
